"","period","trade_value_usd","origin","destin","period_date"
"8379",201510,9950,"Turkey","Norway",2015-10-01
"8380",201510,216,"Poland","Norway",2015-10-01
"8381",201510,393407,"Spain","Norway",2015-10-01
"8382",201406,323,"Trinidad and Tobago","Barbados",2014-06-01
"8383",201406,9,"Croatia","Bosnia Herzegovina",2014-06-01
"8384",201406,1064,"Italy","Bosnia Herzegovina",2014-06-01
"8385",201406,27816,"TFYR of Macedonia","Bosnia Herzegovina",2014-06-01
"8386",201502,700,"Austria","Hungary",2015-02-01
"8387",201502,2066,"Bulgaria","Hungary",2015-02-01
"8388",201502,348668,"Germany","Hungary",2015-02-01
"8389",201502,6617,"Italy","Hungary",2015-02-01
"8390",201502,35249,"Netherlands","Hungary",2015-02-01
"8391",201502,12668,"Slovakia","Hungary",2015-02-01
"8392",201502,616789,"Spain","Hungary",2015-02-01
"8393",201502,5839,"Turkey","Hungary",2015-02-01
"8394",201406,6,"Netherlands","Bosnia Herzegovina",2014-06-01
"8395",201406,569,"Serbia","Bosnia Herzegovina",2014-06-01
"8396",201502,875,"Netherlands","Iceland",2015-02-01
"8397",201502,45,"Spain","Iceland",2015-02-01
"8398",201507,2048789,"Austria","Germany",2015-07-01
"8399",201507,2707499,"Belgium","Germany",2015-07-01
"8400",201507,1385320,"Bosnia Herzegovina","Germany",2015-07-01
"8401",201507,290899,"Bulgaria","Germany",2015-07-01
"8402",201507,211,"Costa Rica","Germany",2015-07-01
"8403",201507,2240,"Denmark","Germany",2015-07-01
"8404",201507,7103,"France","Germany",2015-07-01
"8405",201507,4,"Honduras","Germany",2015-07-01
"8406",201507,892475,"Hungary","Germany",2015-07-01
"8407",201507,93329,"Israel","Germany",2015-07-01
"8408",201507,83733,"Italy","Germany",2015-07-01
"8409",201507,1387,"Jordan","Germany",2015-07-01
"8410",201507,875,"Luxembourg","Germany",2015-07-01
"8411",201507,24426204,"Netherlands","Germany",2015-07-01
"8412",201507,406236,"Poland","Germany",2015-07-01
"8413",201507,17277,"Portugal","Germany",2015-07-01
"8414",201507,785295,"Romania","Germany",2015-07-01
"8415",201507,13261,"Slovakia","Germany",2015-07-01
"8416",201507,9182114,"Spain","Germany",2015-07-01
"8417",201510,54566,"Germany","Portugal",2015-10-01
"8418",201510,19264,"Spain","Portugal",2015-10-01
"8419",201510,108854,"Albania","Serbia",2015-10-01
"8420",201510,158,"Bulgaria","Serbia",2015-10-01
"8421",201510,900,"Italy","Serbia",2015-10-01
"8422",201510,271057,"TFYR of Macedonia","Serbia",2015-10-01
"8423",201406,91818,"Sweden","Czech Rep.",2014-06-01
"8424",201406,298242,"TFYR of Macedonia","Czech Rep.",2014-06-01
"8425",201406,1996,"United Kingdom","Czech Rep.",2014-06-01
"8426",201406,66670,"Austria","Czech Rep.",2014-06-01
"8427",201406,10654,"Belgium","Czech Rep.",2014-06-01
"8428",201406,23145,"Croatia","Czech Rep.",2014-06-01
"8429",201406,1189,"France","Czech Rep.",2014-06-01
"8430",201406,705572,"Germany","Czech Rep.",2014-06-01
"8431",201406,15566,"Greece","Czech Rep.",2014-06-01
"8432",201406,338052,"Hungary","Czech Rep.",2014-06-01
"8433",201406,1610,"Italy","Czech Rep.",2014-06-01
"8434",201406,843467,"Netherlands","Czech Rep.",2014-06-01
"8435",201406,155715,"Poland","Czech Rep.",2014-06-01
"8436",201406,1137933,"Romania","Czech Rep.",2014-06-01
"8437",201406,44465,"Slovakia","Czech Rep.",2014-06-01
"8438",201406,576083,"Spain","Czech Rep.",2014-06-01
"8439",201510,6128,"Denmark","Sweden",2015-10-01
"8440",201510,223132,"Germany","Sweden",2015-10-01
"8441",201510,12616,"Jordan","Sweden",2015-10-01
"8442",201510,1202,"Poland","Sweden",2015-10-01
"8443",201510,1814851,"Spain","Sweden",2015-10-01
"8444",201510,4326,"France","Sweden",2015-10-01
"8445",201510,59478,"Italy","Sweden",2015-10-01
"8446",201510,3485,"Turkey","Sweden",2015-10-01
"8447",201510,1923,"TFYR of Macedonia","Sweden",2015-10-01
"8448",201502,436,"Albania","Montenegro",2015-02-01
"8449",201502,1202,"Greece","Montenegro",2015-02-01
"8450",201502,41210,"Italy","Montenegro",2015-02-01
"8451",201502,1408,"Spain","Montenegro",2015-02-01
"8452",201502,1300,"Turkey","Montenegro",2015-02-01
"8453",201510,206680,"Afghanistan","Pakistan",2015-10-01
"8454",201406,2675,"Denmark","Ireland",2014-06-01
"8455",201406,11175,"France","Ireland",2014-06-01
"8456",201406,12517,"Germany","Ireland",2014-06-01
"8457",201406,23062,"Lithuania","Ireland",2014-06-01
"8458",201406,767338,"Netherlands","Ireland",2014-06-01
"8459",201406,424,"Poland","Ireland",2014-06-01
"8460",201406,299,"India","Ireland",2014-06-01
"8461",201406,39659,"Spain","Ireland",2014-06-01
"8462",201406,26419,"United Kingdom","Ireland",2014-06-01
"8463",201502,964,"Bulgaria","Norway",2015-02-01
"8464",201502,325,"Dominican Rep.","Norway",2015-02-01
"8465",201502,2479,"Israel","Norway",2015-02-01
"8466",201502,45856,"Netherlands","Norway",2015-02-01
"8467",201502,1956899,"Spain","Norway",2015-02-01
"8468",201502,3779,"Sweden","Norway",2015-02-01
"8469",201502,521,"Thailand","Norway",2015-02-01
"8470",201502,29973,"Turkey","Norway",2015-02-01
"8471",201510,46774,"Austria","Slovenia",2015-10-01
"8472",201510,31,"Canada","Slovenia",2015-10-01
"8473",201510,3542,"Croatia","Slovenia",2015-10-01
"8474",201510,31,"Germany","Slovenia",2015-10-01
"8475",201510,109,"Hungary","Slovenia",2015-10-01
"8476",201510,32981,"Italy","Slovenia",2015-10-01
"8477",201510,2031,"Netherlands","Slovenia",2015-10-01
"8478",201510,1181,"Serbia","Slovenia",2015-10-01
"8479",201510,37,"India","Slovenia",2015-10-01
"8480",201510,40827,"Spain","Slovenia",2015-10-01
"8481",201510,23,"Thailand","Slovenia",2015-10-01
"8482",201510,16602,"TFYR of Macedonia","Slovenia",2015-10-01
"8483",201502,35580,"Austria","Slovenia",2015-02-01
"8484",201502,581,"Croatia","Slovenia",2015-02-01
"8485",201502,123,"Germany","Slovenia",2015-02-01
"8486",201502,6,"Hungary","Slovenia",2015-02-01
"8487",201502,7407,"Israel","Slovenia",2015-02-01
"8488",201502,66651,"Italy","Slovenia",2015-02-01
"8489",201502,571,"Kenya","Slovenia",2015-02-01
"8490",201502,811,"Morocco","Slovenia",2015-02-01
"8491",201502,51,"India","Slovenia",2015-02-01
"8492",201502,133876,"Spain","Slovenia",2015-02-01
"8493",201406,2578,"Dominican Rep.","United Kingdom",2014-06-01
"8494",201406,2115,"Denmark","United Kingdom",2014-06-01
"8495",201510,5145,"Albania","TFYR of Macedonia",2015-10-01
"8496",201406,71877,"France","United Kingdom",2014-06-01
"8497",201406,12179,"Germany","United Kingdom",2014-06-01
"8498",201406,67085,"Ireland","United Kingdom",2014-06-01
"8499",201406,13471134,"Netherlands","United Kingdom",2014-06-01
"8500",201406,48881,"Poland","United Kingdom",2014-06-01
"8501",201406,631553,"Spain","United Kingdom",2014-06-01
"8502",201406,5714,"Italy","United Kingdom",2014-06-01
"8503",201406,35197,"Jordan","United Kingdom",2014-06-01
"8504",201406,21525,"Lithuania","United Kingdom",2014-06-01
"8505",201406,52750,"Turkey","United Kingdom",2014-06-01
"8506",201406,500,"Russian Federation","Belarus",2014-06-01
"8507",201406,9400,"Ukraine","Belarus",2014-06-01
"8508",201406,23014,"China","Kazakhstan",2014-06-01
"8509",201406,15480,"Kyrgyzstan","Kazakhstan",2014-06-01
"8510",201406,8552,"Iran","Kazakhstan",2014-06-01
"8511",201406,1463220,"Uzbekistan","Kazakhstan",2014-06-01
"8512",201406,30,"Thailand","Kazakhstan",2014-06-01
"8513",201406,32,"Netherlands","Kazakhstan",2014-06-01
"8514",201406,3194,"Russian Federation","Kazakhstan",2014-06-01
"8515",201406,47738,"Turkmenistan","Kazakhstan",2014-06-01
"8516",201406,40962,"Italy","France",2014-06-01
"8517",201406,484820,"Belgium","France",2014-06-01
"8518",201406,1216,"Czech Rep.","France",2014-06-01
"8519",201406,169477,"France","France",2014-06-01
"8520",201406,133664,"Germany","France",2014-06-01
"8521",201406,47429,"Hungary","France",2014-06-01
"8522",201406,68763,"United Kingdom","France",2014-06-01
"8523",201406,538,"Lebanon","France",2014-06-01
"8524",201406,2852337,"Netherlands","France",2014-06-01
"8525",201406,835,"Poland","France",2014-06-01
"8526",201406,1804,"Portugal","France",2014-06-01
"8527",201406,23526,"Romania","France",2014-06-01
"8528",201406,2497118,"Spain","France",2014-06-01
"8529",201406,47110,"Turkey","France",2014-06-01
"8530",201406,144468,"Belgium","Luxembourg",2014-06-01
"8531",201406,17001,"France","Luxembourg",2014-06-01
"8532",201406,13868,"Germany","Luxembourg",2014-06-01
"8533",201406,35,"Indonesia","Luxembourg",2014-06-01
"8534",201406,727,"Italy","Luxembourg",2014-06-01
"8535",201406,61,"Morocco","Luxembourg",2014-06-01
"8536",201406,3864,"Netherlands","Luxembourg",2014-06-01
"8537",201406,1098,"Portugal","Luxembourg",2014-06-01
"8538",201406,27346,"Spain","Luxembourg",2014-06-01
"8539",201406,173,"Egypt","Luxembourg",2014-06-01
"8540",201502,21,"Netherlands","Ukraine",2015-02-01
"8541",201502,38287,"Spain","Ukraine",2015-02-01
"8542",201502,700620,"Turkey","Ukraine",2015-02-01
"8543",201507,12450,"Peru","Chile",2015-07-01
"8544",201510,9,"Denmark","United Kingdom",2015-10-01
"8545",201510,1918,"Dominican Rep.","United Kingdom",2015-10-01
"8546",201510,42387,"France","United Kingdom",2015-10-01
"8547",201510,846898,"Germany","United Kingdom",2015-10-01
"8548",201510,15510,"Ireland","United Kingdom",2015-10-01
"8549",201510,735,"Italy","United Kingdom",2015-10-01
"8550",201510,55782,"Jordan","United Kingdom",2015-10-01
"8551",201510,1754,"Lebanon","United Kingdom",2015-10-01
"8552",201510,12549,"Lithuania","United Kingdom",2015-10-01
"8553",201510,7780726,"Netherlands","United Kingdom",2015-10-01
"8554",201510,86198,"Poland","United Kingdom",2015-10-01
"8555",201510,3400569,"Spain","United Kingdom",2015-10-01
"8556",201510,26157,"Turkey","United Kingdom",2015-10-01
"8557",201406,29386,"Germany","Norway",2014-06-01
"8558",201406,232877,"Netherlands","Norway",2014-06-01
"8559",201406,652,"Poland","Norway",2014-06-01
"8560",201406,54862,"Spain","Norway",2014-06-01
"8561",201406,4683,"Sweden","Norway",2014-06-01
"8562",201406,210,"Thailand","Norway",2014-06-01
"8563",201406,7251,"Turkey","Norway",2014-06-01
"8564",201502,5611,"Canada","Canada",2015-02-01
"8565",201502,72,"Chile","Canada",2015-02-01
"8566",201502,471,"Costa Rica","Canada",2015-02-01
"8567",201502,90,"Dominica","Canada",2015-02-01
"8568",201502,57329,"Dominican Rep.","Canada",2015-02-01
"8569",201502,134,"Ecuador","Canada",2015-02-01
"8570",201502,132,"Guatemala","Canada",2015-02-01
"8571",201502,52333,"Honduras","Canada",2015-02-01
"8572",201502,3163,"Israel","Canada",2015-02-01
"8573",201502,77596,"Jordan","Canada",2015-02-01
"8574",201502,6686393,"Mexico","Canada",2015-02-01
"8575",201502,1739,"India","Canada",2015-02-01
"8576",201502,112942,"Spain","Canada",2015-02-01
"8577",201502,1904,"TFYR of Macedonia","Canada",2015-02-01
"8578",201502,24752,"Egypt","Canada",2015-02-01
"8579",201502,10757,"United Rep. of Tanzania","Canada",2015-02-01
"8580",201502,699860,"United States of America","Canada",2015-02-01
"8581",201507,150,"Austria","Denmark",2015-07-01
"8582",201507,192,"Belgium","Denmark",2015-07-01
"8583",201507,51,"Czech Rep.","Denmark",2015-07-01
"8584",201507,49,"Estonia","Denmark",2015-07-01
"8585",201507,19,"Finland","Denmark",2015-07-01
"8586",201507,433,"France","Denmark",2015-07-01
"8587",201507,35107,"Germany","Denmark",2015-07-01
"8588",201507,3477,"Greece","Denmark",2015-07-01
"8589",201507,7477,"Italy","Denmark",2015-07-01
"8590",201507,228,"Jordan","Denmark",2015-07-01
"8591",201507,195,"Lithuania","Denmark",2015-07-01
"8592",201507,1018996,"Netherlands","Denmark",2015-07-01
"8593",201507,4949,"Poland","Denmark",2015-07-01
"8594",201507,338,"Portugal","Denmark",2015-07-01
"8595",201507,77,"Slovakia","Denmark",2015-07-01
"8596",201507,194400,"Spain","Denmark",2015-07-01
"8597",201507,18888,"Sweden","Denmark",2015-07-01
"8598",201507,860,"Turkey","Denmark",2015-07-01
"8599",201507,42,"United Kingdom","Denmark",2015-07-01
"8600",201502,95,"Dominican Rep.","Finland",2015-02-01
"8601",201406,54743,"Austria","Slovenia",2014-06-01
"8602",201406,135998,"Croatia","Slovenia",2014-06-01
"8603",201406,4915,"France","Slovenia",2014-06-01
"8604",201406,22,"Germany","Slovenia",2014-06-01
"8605",201406,2058,"Hungary","Slovenia",2014-06-01
"8606",201406,81180,"Italy","Slovenia",2014-06-01
"8607",201406,441,"Netherlands","Slovenia",2014-06-01
"8608",201406,11359,"Serbia","Slovenia",2014-06-01
"8609",201406,407,"Slovakia","Slovenia",2014-06-01
"8610",201406,33790,"Spain","Slovenia",2014-06-01
"8611",201406,29827,"TFYR of Macedonia","Slovenia",2014-06-01
"8612",201512,4438,"Albania","Bulgaria",2015-12-01
"8613",201512,14064,"Czech Rep.","Bulgaria",2015-12-01
"8614",201512,3339,"Germany","Bulgaria",2015-12-01
"8615",201512,735829,"Greece","Bulgaria",2015-12-01
"8616",201512,27812,"Spain","Bulgaria",2015-12-01
"8617",201512,505226,"Turkey","Bulgaria",2015-12-01
"8618",201502,236,"Estonia","Finland",2015-02-01
"8619",201502,1777,"France","Finland",2015-02-01
"8620",201502,261721,"Germany","Finland",2015-02-01
"8621",201502,484268,"Netherlands","Finland",2015-02-01
"8622",201502,4955,"Norway","Finland",2015-02-01
"8623",201502,964926,"Spain","Finland",2015-02-01
"8624",201406,19,"Belgium","Ukraine",2014-06-01
"8625",201502,38929,"Belgium","France",2015-02-01
"8626",201502,941,"Czech Rep.","France",2015-02-01
"8627",201502,35211,"France","France",2015-02-01
"8628",201502,321303,"Germany","France",2015-02-01
"8629",201502,36,"Hungary","France",2015-02-01
"8630",201502,7236,"Italy","France",2015-02-01
"8631",201502,44214,"Jordan","France",2015-02-01
"8632",201502,480,"Lebanon","France",2015-02-01
"8633",201502,460046,"Morocco","France",2015-02-01
"8634",201502,202604,"Netherlands","France",2015-02-01
"8635",201502,941,"Peru","France",2015-02-01
"8636",201502,1071,"Portugal","France",2015-02-01
"8637",201502,6673068,"Spain","France",2015-02-01
"8638",201502,473,"Switzerland","France",2015-02-01
"8639",201502,38420,"Turkey","France",2015-02-01
"8640",201502,41841,"United Kingdom","France",2015-02-01
"8641",201502,291463,"Netherlands","Poland",2015-02-01
"8642",201502,4767074,"Spain","Poland",2015-02-01
"8643",201502,54489,"Turkey","Poland",2015-02-01
"8644",201510,370,"Netherlands","Iceland",2015-10-01
"8645",201510,126,"Spain","Iceland",2015-10-01
"8646",201406,7762,"Belgium","Finland",2014-06-01
"8647",201406,346881,"Netherlands","Finland",2014-06-01
"8648",201406,5683,"Spain","Finland",2014-06-01
"8649",201406,12400,"Sweden","Finland",2014-06-01
"8650",201406,1321,"Turkey","Finland",2014-06-01
"8651",201406,427,"Estonia","Finland",2014-06-01
"8652",201510,108243,"France","Belgium",2015-10-01
"8653",201510,507665,"Germany","Belgium",2015-10-01
"8654",201510,2522353,"Netherlands","Belgium",2015-10-01
"8655",201510,289493,"Spain","Belgium",2015-10-01
"8656",201510,858,"Turkey","Belgium",2015-10-01
"8657",201510,107,"Uganda","Belgium",2015-10-01
"8658",201510,116,"United Kingdom","Belgium",2015-10-01
"8659",201502,1529,"Costa Rica","Nicaragua",2015-02-01
"8660",201502,2786,"Guatemala","Nicaragua",2015-02-01
"8661",201502,3512,"Honduras","Nicaragua",2015-02-01
"8662",201502,619,"Austria","Slovakia",2015-02-01
"8663",201502,22424,"Czech Rep.","Slovakia",2015-02-01
"8664",201502,297052,"Germany","Slovakia",2015-02-01
"8665",201502,93210,"Greece","Slovakia",2015-02-01
"8666",201502,454,"Hungary","Slovakia",2015-02-01
"8667",201502,3680,"Italy","Slovakia",2015-02-01
"8668",201502,1564,"Netherlands","Slovakia",2015-02-01
"8669",201502,3,"Poland","Slovakia",2015-02-01
"8670",201502,600998,"Spain","Slovakia",2015-02-01
"8671",201406,5089,"Germany","Greece",2014-06-01
"8672",201502,56005,"Greece","TFYR of Macedonia",2015-02-01
"8673",201502,198073,"United Kingdom","Ireland",2015-02-01
"8674",201502,629,"Denmark","Ireland",2015-02-01
"8675",201502,8229,"France","Ireland",2015-02-01
"8676",201502,275505,"Germany","Ireland",2015-02-01
"8677",201502,437,"Lithuania","Ireland",2015-02-01
"8678",201502,112813,"Netherlands","Ireland",2015-02-01
"8679",201502,715,"India","Ireland",2015-02-01
"8680",201502,340136,"Spain","Ireland",2015-02-01
"8681",201502,34,"Egypt","Ireland",2015-02-01
"8682",201502,522,"Mexico","Qatar",2015-02-01
"8683",201502,600,"Belgium","Qatar",2015-02-01
"8684",201502,170,"France","Qatar",2015-02-01
"8685",201502,2122,"Greece","Qatar",2015-02-01
"8686",201502,453,"Italy","Qatar",2015-02-01
"8687",201502,13762,"Jordan","Qatar",2015-02-01
"8688",201502,2735,"Lebanon","Qatar",2015-02-01
"8689",201502,18731,"Oman","Qatar",2015-02-01
"8690",201502,140120,"Saudi Arabia","Qatar",2015-02-01
"8691",201502,822,"South Africa","Qatar",2015-02-01
"8692",201502,582,"Uganda","Qatar",2015-02-01
"8693",201502,304,"Dominica","Antigua and Barbuda",2015-02-01
"8694",201502,30,"Mexico","Antigua and Barbuda",2015-02-01
"8695",201502,4727,"United States of America","Antigua and Barbuda",2015-02-01
"8696",201502,4487,"Italy","Bosnia Herzegovina",2015-02-01
"8697",201502,49456,"Spain","Bosnia Herzegovina",2015-02-01
"8698",201502,7981,"Turkey","Bosnia Herzegovina",2015-02-01
"8699",201510,7218,"Albania","Hungary",2015-10-01
"8700",201510,267212,"Germany","Hungary",2015-10-01
"8701",201510,6538,"Netherlands","Hungary",2015-10-01
"8702",201510,2305,"Romania","Hungary",2015-10-01
"8703",201510,6483,"Slovakia","Hungary",2015-10-01
"8704",201510,204717,"Spain","Hungary",2015-10-01
"8705",201510,889,"TFYR of Macedonia","Hungary",2015-10-01
"8706",201406,666016,"France","Belgium",2014-06-01
"8707",201406,332455,"Germany","Belgium",2014-06-01
"8708",201406,26,"Israel","Belgium",2014-06-01
"8709",201406,267,"Luxembourg","Belgium",2014-06-01
"8710",201406,4016640,"Netherlands","Belgium",2014-06-01
"8711",201406,2259,"Poland","Belgium",2014-06-01
"8712",201406,31143,"Spain","Belgium",2014-06-01
"8713",201502,2477,"Morocco","Luxembourg",2015-02-01
"8714",201502,7406,"Netherlands","Luxembourg",2015-02-01
"8715",201502,302,"Portugal","Luxembourg",2015-02-01
"8716",201502,52788,"Spain","Luxembourg",2015-02-01
"8717",201502,210,"Egypt","Luxembourg",2015-02-01
"8718",201502,57357,"Belgium","Luxembourg",2015-02-01
"8719",201502,31618,"France","Luxembourg",2015-02-01
"8720",201502,15610,"Germany","Luxembourg",2015-02-01
"8721",201502,188,"Italy","Luxembourg",2015-02-01
"8722",201502,945214,"Germany","Poland",2015-02-01
"8723",201502,240921,"Greece","Poland",2015-02-01
"8724",201502,147449,"Ukraine","Poland",2015-02-01
"8725",201510,1379,"Albania","Italy",2015-10-01
"8726",201510,117379,"Austria","Italy",2015-10-01
"8727",201510,1812,"Belgium","Italy",2015-10-01
"8728",201510,4225,"France","Italy",2015-10-01
"8729",201510,151953,"Germany","Italy",2015-10-01
"8730",201510,10171,"Netherlands","Italy",2015-10-01
"8731",201510,135,"Romania","Italy",2015-10-01
"8732",201510,109,"Slovenia","Italy",2015-10-01
"8733",201510,582870,"Spain","Italy",2015-10-01
"8734",201406,2235,"France","Denmark",2014-06-01
"8735",201406,49725,"Germany","Denmark",2014-06-01
"8736",201406,1304,"Greece","Denmark",2014-06-01
"8737",201406,45,"Hungary","Denmark",2014-06-01
"8738",201406,25,"Ireland","Denmark",2014-06-01
"8739",201406,1427,"Italy","Denmark",2014-06-01
"8740",201406,1713,"Jordan","Denmark",2014-06-01
"8741",201406,1,"Latvia","Denmark",2014-06-01
"8742",201406,5,"Luxembourg","Denmark",2014-06-01
"8743",201406,607433,"Netherlands","Denmark",2014-06-01
"8744",201406,3930,"Poland","Denmark",2014-06-01
"8745",201406,1209,"Portugal","Denmark",2014-06-01
"8746",201406,292037,"Spain","Denmark",2014-06-01
"8747",201406,11827,"Sweden","Denmark",2014-06-01
"8748",201406,13644,"Turkey","Denmark",2014-06-01
"8749",201406,5903,"United Kingdom","Denmark",2014-06-01
"8750",201406,477,"Austria","Denmark",2014-06-01
"8751",201406,1107,"Belgium","Denmark",2014-06-01
"8752",201406,49,"Czech Rep.","Denmark",2014-06-01
"8753",201406,19,"Estonia","Denmark",2014-06-01
"8754",201406,59,"Finland","Denmark",2014-06-01
"8755",201406,60,"France","Hungary",2014-06-01
"8756",201406,49212,"Germany","Hungary",2014-06-01
"8757",201406,10633,"Netherlands","Hungary",2014-06-01
"8758",201406,127,"Poland","Hungary",2014-06-01
"8759",201406,122892,"Romania","Hungary",2014-06-01
"8760",201406,69487,"Spain","Hungary",2014-06-01
"8761",201510,30668,"Poland","Slovakia",2015-10-01
"8762",201510,16758,"Slovakia","Slovakia",2015-10-01
"8763",201510,273776,"Spain","Slovakia",2015-10-01
"8764",201510,1084,"Albania","Slovakia",2015-10-01
"8765",201510,21630,"Austria","Slovakia",2015-10-01
"8766",201510,10917,"Czech Rep.","Slovakia",2015-10-01
"8767",201510,190019,"Germany","Slovakia",2015-10-01
"8768",201510,49872,"Greece","Slovakia",2015-10-01
"8769",201510,817,"Hungary","Slovakia",2015-10-01
"8770",201510,11316,"Italy","Slovakia",2015-10-01
"8771",201510,6208,"Netherlands","Slovakia",2015-10-01
"8772",201502,5580,"Austria","Italy",2015-02-01
"8773",201502,316,"Belgium","Italy",2015-02-01
"8774",201502,24323,"France","Italy",2015-02-01
"8775",201502,140434,"Germany","Italy",2015-02-01
"8776",201502,26494,"Netherlands","Italy",2015-02-01
"8777",201502,74,"Romania","Italy",2015-02-01
"8778",201502,1532225,"Spain","Italy",2015-02-01
"8779",201512,9231,"Germany","Cyprus",2015-12-01
"8780",201512,35098,"Greece","Cyprus",2015-12-01
"8781",201510,111,"Guyana","Barbados",2015-10-01
"8782",201510,59,"United Kingdom","Barbados",2015-10-01
"8783",201510,176,"United States of America","Barbados",2015-10-01
"8784",201510,16807,"Bosnia Herzegovina","Croatia",2015-10-01
"8785",201510,1869,"Germany","Croatia",2015-10-01
"8786",201510,11003,"Albania","Croatia",2015-10-01
"8787",201510,782,"Austria","Croatia",2015-10-01
"8788",201510,22965,"Italy","Croatia",2015-10-01
"8789",201510,173,"Netherlands","Croatia",2015-10-01
"8790",201510,4606,"Serbia","Croatia",2015-10-01
"8791",201510,2318,"Slovenia","Croatia",2015-10-01
"8792",201510,30478,"Spain","Croatia",2015-10-01
"8793",201510,196385,"TFYR of Macedonia","Croatia",2015-10-01
"8794",201510,8,"United Kingdom","Croatia",2015-10-01
"8795",201406,100586,"Spain","Slovakia",2014-06-01
"8796",201406,45041,"TFYR of Macedonia","Slovakia",2014-06-01
"8797",201406,67075,"Austria","Slovakia",2014-06-01
"8798",201406,11763,"Czech Rep.","Slovakia",2014-06-01
"8799",201406,237284,"Germany","Slovakia",2014-06-01
"8800",201406,10795,"Greece","Slovakia",2014-06-01
"8801",201406,9359,"Hungary","Slovakia",2014-06-01
"8802",201406,646,"Italy","Slovakia",2014-06-01
"8803",201406,1260,"Morocco","Slovakia",2014-06-01
"8804",201406,49324,"Netherlands","Slovakia",2014-06-01
"8805",201406,38271,"Poland","Slovakia",2014-06-01
"8806",201406,13644,"Romania","Slovakia",2014-06-01
"8807",201406,133714,"Slovakia","Slovakia",2014-06-01
"8808",201502,47615,"France","Belgium",2015-02-01
"8809",201502,850749,"Germany","Belgium",2015-02-01
"8810",201502,3307,"Israel","Belgium",2015-02-01
"8811",201502,1554224,"Netherlands","Belgium",2015-02-01
"8812",201502,881,"Romania","Belgium",2015-02-01
"8813",201502,1369642,"Spain","Belgium",2015-02-01
"8814",201502,7788,"Turkey","Belgium",2015-02-01
"8815",201406,241,"Albania","TFYR of Macedonia",2014-06-01
"8816",201510,10095,"Albania","Poland",2015-10-01
"8817",201510,3431,"France","Poland",2015-10-01
"8818",201510,452740,"Germany","Poland",2015-10-01
"8819",201510,1817,"Greece","Poland",2015-10-01
"8820",201510,2534,"Italy","Poland",2015-10-01
"8821",201510,121399,"Netherlands","Poland",2015-10-01
"8822",201510,20028,"Portugal","Poland",2015-10-01
"8823",201510,7963,"Romania","Poland",2015-10-01
"8824",201510,2001513,"Spain","Poland",2015-10-01
"8825",201510,29273,"Turkey","Poland",2015-10-01
"8826",201510,102807,"Ukraine","Poland",2015-10-01
"8827",201510,13633,"TFYR of Macedonia","Poland",2015-10-01
"8828",201510,3121,"Costa Rica","Panama",2015-10-01
"8829",201406,200346,"Netherlands","Austria",2014-06-01
"8830",201406,291576,"Serbia","Austria",2014-06-01
"8831",201406,343619,"Spain","Austria",2014-06-01
"8832",201406,190071,"Turkey","Austria",2014-06-01
"8833",201406,376770,"TFYR of Macedonia","Austria",2014-06-01
"8834",201406,6524,"Belgium","Austria",2014-06-01
"8835",201406,4200,"Cyprus","Austria",2014-06-01
"8836",201406,281640,"Germany","Austria",2014-06-01
"8837",201406,17289,"Greece","Austria",2014-06-01
"8838",201406,29291,"Italy","Austria",2014-06-01
"8839",201502,127,"Netherlands","Greece",2015-02-01
"8840",201502,98,"Turkey","Greece",2015-02-01
"8841",201502,15661,"Bulgaria","Greece",2015-02-01
"8842",201502,265953,"France","Austria",2015-02-01
"8843",201502,775228,"Germany","Austria",2015-02-01
"8844",201502,52891,"Greece","Austria",2015-02-01
"8845",201502,2554,"Hungary","Austria",2015-02-01
"8846",201502,2781,"Israel","Austria",2015-02-01
"8847",201502,1033032,"Italy","Austria",2015-02-01
"8848",201502,738,"Jordan","Austria",2015-02-01
"8849",201502,200169,"Netherlands","Austria",2015-02-01
"8850",201502,421596,"Turkey","Austria",2015-02-01
"8851",201502,10896,"Cyprus","Austria",2015-02-01
"8852",201502,1412167,"Spain","Austria",2015-02-01
"8853",201510,831,"Albania","Austria",2015-10-01
"8854",201510,39749,"France","Austria",2015-10-01
"8855",201510,900373,"Germany","Austria",2015-10-01
"8856",201510,77128,"Greece","Austria",2015-10-01
"8857",201510,1056,"Hungary","Austria",2015-10-01
"8858",201510,97407,"Netherlands","Austria",2015-10-01
"8859",201510,472,"Poland","Austria",2015-10-01
"8860",201510,1033508,"Spain","Austria",2015-10-01
"8861",201510,141842,"Turkey","Austria",2015-10-01
"8862",201510,191928,"TFYR of Macedonia","Austria",2015-10-01
"8863",201510,630890,"Italy","Austria",2015-10-01
"8864",201502,438496,"Greece","Bulgaria",2015-02-01
"8865",201502,68974,"Spain","Bulgaria",2015-02-01
"8866",201502,213130,"Turkey","Bulgaria",2015-02-01
"8867",201502,1771,"United Kingdom","Bulgaria",2015-02-01
"8868",201406,6483,"Albania","Bulgaria",2014-06-01
"8869",201406,24262,"Greece","Bulgaria",2014-06-01
"8870",201406,97441,"Romania","Bulgaria",2014-06-01
"8871",201406,196690,"TFYR of Macedonia","Bulgaria",2014-06-01
"8872",201406,18,"Belgium","Poland",2014-06-01
"8873",201406,49703,"Czech Rep.","Poland",2014-06-01
"8874",201406,2938,"Netherlands","Poland",2014-06-01
"8875",201406,396465,"Germany","Poland",2014-06-01
"8876",201406,346,"Italy","Poland",2014-06-01
