node,period,deg_out_wei,tot_out_wei,ave_out_wei,max_out_wei,deg_in_wei,tot_in_wei,ave_in_wei,max_in_wei,ratio,degree_val,bet_val,tri_no,eigen_val,net_group,tot_in_wei_n,tot_out_wei_n,period_date,degree_net,overall_flux,month
Bosnia Herzegovina,201401,0,0,0,0,3,63648,21216,32774,1,3,0,1,6.03230840505652e-4,3,0.027779826149943013,0,2014-01-01,-3,63648,1
Mauritius,201401,0,0,0,0,1,716,716,716,1,1,0,0,1.6241365120135637e-10,1,3.125055857742458e-4,0,2014-01-01,-1,716,1
Cabo Verde,201401,0,0,0,0,2,1652,826,1460,1,2,0,1,2.610576240115514e-5,3,7.210324409204666e-4,0,2014-01-01,-2,1652,1
Montserrat,201401,0,0,0,0,2,333,166.5,254,1,2,0,0,2.060363594448172e-17,2,1.4534128500394392e-4,0,2014-01-01,-2,333,1
Panama,201401,0,0,0,0,1,462,462,462,1,1,0,0,4.887728442383593e-12,4,2.0164466568114745e-4,0,2014-01-01,-1,462,1
Antigua and Barbuda,201401,0,0,0,0,4,7400,1850,5262,1,4,0,0,4.6943507158005246e-8,2,0.003229806333420976,0,2014-01-01,-4,7400,1
Singapore,201401,0,0,0,0,10,987197,98719.7,884230,1,10,0,9,1.1714936858497301e-5,2,0.43087231391002534,0,2014-01-01,-10,987197,1
Qatar,201401,0,0,0,0,13,297243,22864.8461538462,115166,1,13,0,5,2.0743579760128142e-4,6,0.1297347735087907,0,2014-01-01,-13,297243,1
Bermuda,201401,0,0,0,0,1,26357,26357,26357,1,1,0,0,5.3919066566381864e-8,2,0.01150378453107793,0,2014-01-01,-1,26357,1
Fiji,201401,0,0,0,0,1,213,213,213,1,1,0,0,3.193563571394667e-16,2,9.296604716468485e-5,0,2014-01-01,-1,213,1
Mozambique,201401,0,0,0,0,1,5340,5340,5340,1,1,0,0,1.2112972606031598e-9,1,0.0023306980838470287,0,2014-01-01,-1,5340,1
Dominican Rep.,201402,4,57238,14309.5,31616,0,0,0,0,-1,4,0,1,1.813762201333247e-4,1,0,0.027788491332764766,2014-02-01,4,57238,2
Spain,201402,39,121206003,3107846.23076923,36385779,11,2569794,233617.636363636,2027483,-0.958476631744088,50,470,166,0.9999999999999999,2,1.2476099496137338,58.84433355191587,2014-02-01,28,123775797,2
Singapore,201402,1,33,33,33,9,820195,91132.7777777778,732313,0.9999195345684371,10,20,6,1.1353406097911432e-5,1,0.39819668137735414,1.6021178482498293e-5,2014-02-01,-8,820228,2
Viet Nam,201402,3,16801,5600.33333333333,10258,0,0,0,0,-1,3,0,1,3.0972427678962395e-8,1,0,0.008156721808619812,2014-02-01,3,16801,2
Thailand,201402,4,194874,48718.5,139631,0,0,0,0,-1,4,0,2,1.2854681408330913e-6,1,0,0.09460942835146582,2014-02-01,4,194874,2
Australia,201402,4,36229,9057.25,26353,0,0,0,0,-1,4,0,3,1.6627570553965775e-8,1,0,0.017588826522497897,2014-02-01,4,36229,2
