"","node","period","deg_out_wei","tot_out_wei","ave_out_wei","max_out_wei","deg_in_wei","tot_in_wei","ave_in_wei","max_in_wei","ratio","degree_val","bet_val","tri_no","eigen_val","net_group"
"295","Curaçao","201403",3,3877,1292.33333333333,1939,0,0,0,0,-1,1,0,0,8.1205814172202e-09,14
"296","Saint-Martin (French part)","201403",2,988,494,494,0,0,0,0,-1,1,0,0,2.06941822214424e-09,14
"297","Bhutan","201403",2,31896,15948,15948,0,0,0,0,-1,1,0,0,1.83916987940803e-10,11
"298","Saudi Arabia","201403",8,4234522,529315.25,2111086,0,0,0,0,-1,2,0,0,0.0018155345115203,11
"299","Saint Kitts and Nevis","201403",2,32650,16325,16325,0,0,0,0,-1,1,0,0,1.89835554343419e-06,14
"300","Jordan","201403",4,272902,68225.5,94944,0,0,0,0,-1,2,0,0,0.000639239643650419,11
"301","Oman","201403",3,2181418,727139.333333333,1090709,0,0,0,0,-1,1,0,0,0.00093800998815507,11
"302","United Arab Emirates","201403",8,2598684,324835.5,986239,0,0,0,0,-1,2,0,0,0.00283851077027414,11
"303","Lebanon","201403",3,34428,11476,17214,0,0,0,0,-1,1,0,0,1.48040439164829e-05,11
"304","Pakistan","201403",2,1692,846,846,4,25524,6381,11862,0.875661375661376,3,17,1,5.52054589433487e-05,2
"305","Kuwait","201403",2,50434,25217,25217,0,0,0,0,-1,1,0,0,2.16866257373027e-05,11
"306","Egypt","201403",4,176030,44007.5,44851,0,0,0,0,-1,2,0,0,0.000312958419787553,11
"307","South Africa","201403",15,1098254,73216.9333333333,314760,44,62360769,1417290.20454545,9947487,0.965386986811946,17,0,77,0.174550442837711,2
"308","Swaziland","201403",2,6000,3000,3000,0,0,0,0,-1,1,0,0,8.68331238738281e-08,1
"309","American Samoa","201403",2,234,117,117,0,0,0,0,-1,1,0,0,1.04637907019899e-08,9
"310","Colombia","201403",2,260478,130239,130239,8,4630635,578829.375,2312918,0.893489273300372,3,0,3,0.0202910411793187,10
"311","Iran","201403",2,46386,23193,23193,0,0,0,0,-1,1,0,0,0.000147434140591294,10
"312","Costa Rica","201403",2,155818,77909,77909,0,0,0,0,-1,1,0,0,0.000495254881185145,10
"313","China, Macao SAR","201403",2,3804,1902,1902,0,0,0,0,-1,1,0,0,1.20907056182762e-05,10
"314","Rep. of Korea","201403",2,34062,17031,17031,0,0,0,0,-1,1,0,0,0.00010826330567026,10
"315","Bolivia","201403",3,362372,120790.666666667,181186,2,16908,8454,8454,-0.910841594600295,2,2,0,3.88431623937834e-05,6
"316","Madagascar","201403",0,0,0,0,2,36522,18261,18261,1,1,0,0,0.0001148389501743,5
"317","Armenia","201403",0,0,0,0,29,7168629,247194.103448276,1668138,1,11,0,22,0.0208289832154576,8
"318","Malta","201403",0,0,0,0,27,1924769,71287.7407407407,256319,1,9,0,36,0.00370769540897361,2
"319","Barbados","201403",0,0,0,0,3,498092,166030.666666667,249046,1,1,0,0,0.00209517368394406,6
"320","Georgia","201403",0,0,0,0,25,13220751,528830.04,1622857,1,9,0,13,0.0191021640466596,1
"321","Iceland","201403",0,0,0,0,10,522581,52258.1,136571,1,3,0,3,0.000691672877516679,2
"322","Montenegro","201403",0,0,0,0,24,2326765,96948.5416666667,601956,1,6,0,11,0.00116476416709779,3
"323","Rep. of Moldova","201403",0,0,0,0,17,2752908,161935.764705882,1007404,1,7,0,10,0.00189831404947016,8
"324","Mauritius","201403",0,0,0,0,17,396452,23320.7058823529,193267,1,3,0,3,0.00085249256265047,7
"325","Togo","201403",0,0,0,0,19,1075716,56616.6315789474,157044,1,8,0,21,0.00227927926557724,2
"326","Cabo Verde","201403",0,0,0,0,22,1884647,85665.7727272727,481729,1,6,0,8,0.00547974936140567,5
"327","Montserrat","201403",0,0,0,0,12,124444,10370.3333333333,59181,1,4,0,1,0.000497944408246601,14
"328","New Caledonia","201403",0,0,0,0,17,3635839,213872.882352941,687442,1,5,0,3,0.0114114782854789,6
"329","Ethiopia","201403",0,0,0,0,6,69516,11586,15948,1,3,0,0,1.37080333981766e-06,11
"330","Niger","201403",0,0,0,0,16,375159,23447.4375,165188,1,4,0,6,0.000758799553696764,2
"331","Qatar","201403",0,0,0,0,60,41095489,684924.816666667,12380960,1,20,0,28,0.102225232353562,11
"332","Bermuda","201403",0,0,0,0,16,1179283,73705.1875,572526,1,3,0,1,0.00492361565032513,6
"333","Fiji","201403",0,0,0,0,5,266122,53224.4,133061,1,1,0,0,9.00407745982144e-07,9
"334","Mozambique","201403",0,0,0,0,28,1712280,61152.8571428571,353740,1,9,0,12,0.00344051702150874,1
"335","Indonesia","201403",0,0,0,0,2,323098,161549,161549,1,1,0,0,2.26589800122679e-05,6
"336","Belize","201403",0,0,0,0,4,7494,1873.5,3747,1,1,0,0,3.15227540042351e-05,6
"337","Aruba","201403",0,0,0,0,18,3242654,180147.444444444,824311,1,4,0,3,0.0114052991549985,2
"338","Zambia","201403",0,0,0,0,16,913558,57097.375,234367,1,6,0,9,0.00111513285389415,4
"339","China, Hong Kong SAR","201403",0,0,0,0,134,287730664,2147243.76119403,53152352,1,40,0,197,0.755615181182246,10
"340","Guyana","201403",0,0,0,0,3,67574,22524.6666666667,33787,1,1,0,0,0.000284243205108366,6
"341","Samoa","201403",0,0,0,0,12,2729928,227494,1263474,1,4,0,0,0.0106307210559389,9
"342","Peru","201403",0,0,0,0,14,7338416,524172.571428571,1747682,1,4,0,1,0.0182085235009172,6
"343","Rwanda","201403",0,0,0,0,2,896,448,448,1,1,0,0,1.26802274203147e-06,2
"344","Benin","201403",0,0,0,0,68,46625283,685665.926470588,4423199,1,18,0,81,0.0982409529231109,12
"345","French Polynesia","201403",0,0,0,0,29,4389959,151377.896551724,1577980,1,5,0,2,0.0144800440292792,4
"346","Denmark","201404",101,29882602,295867.346534653,8655850,137,26635827,194422.094890511,4457670,-0.0574463065843532,58,1343,335,0.0769998959722943,1
"347","Germany","201404",276,157762869,571604.597826087,14426771,137,171066118,1248657.79562044,42350672,0.0404564364029136,70,479,452,0.594122364628491,1
"348","United Kingdom","201404",140,73138652,522418.942857143,11263807,140,285168138,2036915.27142857,70566766,0.591754027323903,59,476,370,0.775808487525234,1
"349","France","201404",417,98474248,236149.275779377,7054504,168,221828405,1320407.17261905,24587209,0.385117500103878,81,1137,454,0.522817708970245,2
"350","Brazil","201404",137,461294302,3367111.69343066,97133400,2,1714536,857268,857268,-0.992593938347242,46,1,284,1,2
"351","Netherlands","201404",239,411841538,1723186.35146444,70566766,87,45779179,526197.459770115,9177523,-0.799925233717074,71,240,439,0.931234210029726,1
"352","Hungary","201404",267,87781498,328769.655430712,6772850,76,17487791,230102.513157895,2026563,-0.667751322990317,64,2365,358,0.125504674023623,1
"353","Belgium","201404",177,92560205,522939.011299435,24587209,98,54797763,559160.846938776,13477579,-0.256263319266183,68,2611,415,0.319214388122772,1
"354","Guinea","201404",2,1310,655,655,0,0,0,0,-1,1,0,0,1.87977073284009e-07,3
"355","Israel","201404",11,1168651,106241,224724,0,0,0,0,-1,4,0,6,0.00220499139044067,2
"356","Poland","201404",238,190051688,798536.504201681,18486031,73,11536498,158034.219178082,1653947,-0.885543907816106,60,411,372,0.300918922731769,1
"357","Portugal","201404",52,5893265,113332.019230769,1905780,85,27746054,326424.164705882,7694306,0.649620433754916,26,295,96,0.0373460348477552,3
"358","Spain","201404",103,37805953,367048.087378641,7694306,94,45089897,479679.755319149,7219724,0.0878686206848714,44,159,246,0.151975829406144,1
"359","Burkina Faso","201404",2,6340,3170,3170,0,0,0,0,-1,1,0,0,9.09751637135304e-07,3
"360","Italy","201404",174,45231236,259949.632183908,4326605,105,26494011,252323.914285714,5012057,-0.26123611676095,46,0,279,0.107993226487913,1
"361","Argentina","201404",54,22947965,424962.314814815,3492048,0,0,0,0,-1,21,0,89,0.0305036583208196,4
"362","Thailand","201404",39,27941921,716459.512820513,7441775,22,4929972,224089.636363636,1665363,-0.70004940086657,25,432,80,0.0743420398053225,1
"363","United States of America","201404",181,493068478,2724135.23756906,94289612,0,0,0,0,-1,38,0,39,0.854354916761755,5
"364","Canada","201404",25,6315293,252611.72,1209961,23,63040415,2740887.60869565,28899438,0.817886856551158,16,265,45,0.212795177791063,2
"365","Philippines","201404",2,2151884,1075942,1075942,32,20735990,647999.6875,6068994,0.811962963445185,14,150,35,0.0683277305795213,6
"366","Bulgaria","201404",55,31385913,570652.963636364,8694283,85,22137103,260436.505882353,4448242,-0.172800613478134,36,353,181,0.0716672984492849,1
"367","Romania","201404",60,22925115,382085.25,2893036,101,38324864,379454.099009901,6772850,0.251424559672094,42,47,230,0.0916099503354183,1
"368","Latvia","201404",42,2657402,63271.4761904762,439478,66,7349020,111348.787878788,976290,0.468860697659963,21,1884,101,0.0077484158793476,1
"369","Austria","201404",75,14388021,191840.28,5509053,74,29159221,394043.527027027,11825641,0.339199437704918,32,6,163,0.0707103138977028,1
"370","Cyprus","201404",14,1993378,142384.142857143,392380,39,4836875,124022.435897436,1027531,0.416309176248669,17,320,59,0.0105377478107017,1
"371","Honduras","201404",4,383242,95810.5,149279,0,0,0,0,-1,2,0,1,2.14467227906172e-05,7
"372","Chile","201404",37,30067720,812641.081081081,5326923,13,25998267,1999866.69230769,5678671,-0.0725832758460134,19,452,69,0.132720966070572,4
"373","Greece","201404",41,4432951,108120.756097561,1131658,79,23376960,295910.886075949,3552673,0.681196318823171,27,87,112,0.0381610091661963,1
"374","Guatemala","201404",6,692170,115361.666666667,191067,16,13224878,826554.875,6316409,0.900529192685115,6,74,5,0.0423288019984889,7
"375","China","201404",28,56804901,2028746.46428571,23354552,0,0,0,0,-1,9,0,9,0.127350352400847,2
"376","Slovakia","201404",34,4825141,141915.911764706,1520314,99,16364215,165295.101010101,2278512,0.544569358313674,30,1055,121,0.0201013062327275,1
"377","Slovenia","201404",62,9437447,152216.887096774,1489649,87,9368944,107689.011494253,2259554,-0.00364253832646572,32,308,162,0.0115130930696687,1
"378","Estonia","201404",28,2543617,90843.4642857143,809511,51,6078160,119179.607843137,1148978,0.409955279520684,21,74,99,0.00315803381121783,1
