,partner,period,trade_value_usd,reporter,period_date
708,Ireland,201508,2306204,Slovenia,2015-08-01
709,Netherlands,201508,1456749,Slovenia,2015-08-01
710,USA,201508,865962,Slovenia,2015-08-01
745,Greece,201509,3968,Slovenia,2015-09-01
746,Ireland,201509,1346490,Slovenia,2015-09-01
747,Netherlands,201509,2421110,Slovenia,2015-09-01
773,France,201510,127927,Slovenia,2015-10-01
774,Greece,201510,13900,Slovenia,2015-10-01
775,Ireland,201510,6073109,Slovenia,2015-10-01
776,Netherlands,201510,2247371,Slovenia,2015-10-01
802,France,201511,116,Slovenia,2015-11-01
803,Germany,201511,74421,Slovenia,2015-11-01
804,Greece,201511,3286,Slovenia,2015-11-01
805,Ireland,201511,1453133,Slovenia,2015-11-01
806,Netherlands,201511,3596103,Slovenia,2015-11-01
807,USA,201511,512031,Slovenia,2015-11-01
841,France,201512,283335,Slovenia,2015-12-01
842,Germany,201512,27922,Slovenia,2015-12-01
843,Greece,201512,7742,Slovenia,2015-12-01
844,Ireland,201512,2604277,Slovenia,2015-12-01
845,Netherlands,201512,2169711,Slovenia,2015-12-01
846,Spain,201512,655,Slovenia,2015-12-01
847,USA,201512,255434,Slovenia,2015-12-01
882,Greece,201601,4762,Slovenia,2016-01-01
883,Ireland,201601,2011405,Slovenia,2016-01-01
884,USA,201601,554792,Slovenia,2016-01-01
915,Greece,201602,8556,Slovenia,2016-02-01
916,Ireland,201602,2244728,Slovenia,2016-02-01
917,Netherlands,201602,2147478,Slovenia,2016-02-01
952,Greece,201603,7455,Slovenia,2016-03-01
953,Ireland,201603,909553,Slovenia,2016-03-01
954,Netherlands,201603,4406451,Slovenia,2016-03-01
955,USA,201603,969990,Slovenia,2016-03-01
995,Greece,201604,2330,Slovenia,2016-04-01
996,Ireland,201604,991374,Slovenia,2016-04-01
997,Netherlands,201604,1234048,Slovenia,2016-04-01
998,USA,201604,684788,Slovenia,2016-04-01
1034,Greece,201605,5063,Slovenia,2016-05-01
1035,Ireland,201605,1925354,Slovenia,2016-05-01
1036,Netherlands,201605,2392446,Slovenia,2016-05-01
1037,USA,201605,392092,Slovenia,2016-05-01
1071,Ireland,201606,606649,Slovenia,2016-06-01
1072,Netherlands,201606,2498421,Slovenia,2016-06-01
1073,USA,201606,9821,Slovenia,2016-06-01
1109,France,201607,118401,Slovenia,2016-07-01
1110,Greece,201607,7560,Slovenia,2016-07-01
1111,Ireland,201607,1206287,Slovenia,2016-07-01
1112,Netherlands,201607,1639042,Slovenia,2016-07-01
1113,USA,201607,165624,Slovenia,2016-07-01
1152,Greece,201608,5997,Slovenia,2016-08-01
1153,Ireland,201608,1838450,Slovenia,2016-08-01
1154,Netherlands,201608,4776541,Slovenia,2016-08-01
1155,USA,201608,231357,Slovenia,2016-08-01
1193,France,201609,52863,Slovenia,2016-09-01
1194,Greece,201609,6441,Slovenia,2016-09-01
1195,Ireland,201609,1127293,Slovenia,2016-09-01
1231,France,201610,49658,Slovenia,2016-10-01
1232,Greece,201610,10094,Slovenia,2016-10-01
1233,Ireland,201610,952126,Slovenia,2016-10-01
1234,Netherlands,201610,2380625,Slovenia,2016-10-01
1235,USA,201610,343901,Slovenia,2016-10-01
1271,France,201611,56502,Slovenia,2016-11-01
1272,Greece,201611,4483,Slovenia,2016-11-01
1273,Ireland,201611,1174395,Slovenia,2016-11-01
1274,Netherlands,201611,2044696,Slovenia,2016-11-01
1275,USA,201611,283742,Slovenia,2016-11-01
1313,France,201612,131630,Slovenia,2016-12-01
1314,Ireland,201612,1120089,Slovenia,2016-12-01
1315,Netherlands,201612,2188928,Slovenia,2016-12-01
1316,USA,201612,396948,Slovenia,2016-12-01
33,Greece,201401,11842,Spain,2014-01-01
34,Ireland,201401,776670,Spain,2014-01-01
63,France,201402,260377,Spain,2014-02-01
64,Germany,201402,97551,Spain,2014-02-01
65,Greece,201402,6330,Spain,2014-02-01
66,Ireland,201402,539053,Spain,2014-02-01
67,Netherlands,201402,254015,Spain,2014-02-01
68,USA,201402,219855,Spain,2014-02-01
101,France,201403,542925,Spain,2014-03-01
102,Germany,201403,36419,Spain,2014-03-01
103,Greece,201403,19948,Spain,2014-03-01
104,Ireland,201403,918128,Spain,2014-03-01
105,Netherlands,201403,935714,Spain,2014-03-01
106,USA,201403,647503,Spain,2014-03-01
143,France,201404,393819,Spain,2014-04-01
144,Germany,201404,101702,Spain,2014-04-01
145,Greece,201404,7616,Spain,2014-04-01
146,Ireland,201404,871619,Spain,2014-04-01
182,France,201405,424719,Spain,2014-05-01
183,Germany,201405,73571,Spain,2014-05-01
184,Greece,201405,10407,Spain,2014-05-01
185,Ireland,201405,1184467,Spain,2014-05-01
186,Netherlands,201405,1060084,Spain,2014-05-01
187,USA,201405,315898,Spain,2014-05-01
225,France,201406,414607,Spain,2014-06-01
226,Greece,201406,32263,Spain,2014-06-01
227,Ireland,201406,1025031,Spain,2014-06-01
228,Netherlands,201406,2591552,Spain,2014-06-01
229,USA,201406,786053,Spain,2014-06-01
267,France,201407,367418,Spain,2014-07-01
268,Greece,201407,16287,Spain,2014-07-01
269,Ireland,201407,1310790,Spain,2014-07-01
270,Netherlands,201407,1117828,Spain,2014-07-01
271,USA,201407,571755,Spain,2014-07-01
304,France,201408,346081,Spain,2014-08-01
305,Germany,201408,91872,Spain,2014-08-01
306,Greece,201408,27040,Spain,2014-08-01
307,Ireland,201408,1134158,Spain,2014-08-01
308,Netherlands,201408,1481428,Spain,2014-08-01
309,USA,201408,2246443,Spain,2014-08-01
348,France,201409,261811,Spain,2014-09-01
349,Greece,201409,5815,Spain,2014-09-01
350,Ireland,201409,1799811,Spain,2014-09-01
351,Netherlands,201409,13119,Spain,2014-09-01
389,France,201410,126844,Spain,2014-10-01
390,Germany,201410,100287,Spain,2014-10-01
391,Greece,201410,13111,Spain,2014-10-01
392,Hungary,201410,61424,Spain,2014-10-01
393,Ireland,201410,1330844,Spain,2014-10-01
394,Netherlands,201410,1255551,Spain,2014-10-01
423,France,201411,255549,Spain,2014-11-01
424,Greece,201411,8123,Spain,2014-11-01
425,Hungary,201411,50361,Spain,2014-11-01
426,Ireland,201411,1882021,Spain,2014-11-01
427,Netherlands,201411,1154787,Spain,2014-11-01
428,USA,201411,702585,Spain,2014-11-01
448,France,201412,656,Spain,2014-12-01
449,Greece,201412,14141,Spain,2014-12-01
450,Ireland,201412,2005941,Spain,2014-12-01
451,Netherlands,201412,3439271,Spain,2014-12-01
452,USA,201412,202897,Spain,2014-12-01
479,Germany,201501,64907,Spain,2015-01-01
480,Greece,201501,6594,Spain,2015-01-01
481,Ireland,201501,4581463,Spain,2015-01-01
482,Netherlands,201501,868720,Spain,2015-01-01
483,USA,201501,1187661,Spain,2015-01-01
502,Greece,201502,21175,Spain,2015-02-01
503,Ireland,201502,2285278,Spain,2015-02-01
504,Netherlands,201502,798606,Spain,2015-02-01
505,USA,201502,501664,Spain,2015-02-01
538,Germany,201503,179039,Spain,2015-03-01
539,Greece,201503,11051,Spain,2015-03-01
540,Ireland,201503,3834492,Spain,2015-03-01
541,Netherlands,201503,1194271,Spain,2015-03-01
542,Spain,201503,14475,Spain,2015-03-01
566,Greece,201504,9491,Spain,2015-04-01
567,Ireland,201504,2216406,Spain,2015-04-01
568,Netherlands,201504,3379020,Spain,2015-04-01
569,USA,201504,536685,Spain,2015-04-01
601,Germany,201505,456238,Spain,2015-05-01
602,Greece,201505,13853,Spain,2015-05-01
603,Ireland,201505,2063384,Spain,2015-05-01
604,Netherlands,201505,2084413,Spain,2015-05-01
640,Greece,201506,46175,Spain,2015-06-01
641,Ireland,201506,2989618,Spain,2015-06-01
642,Netherlands,201506,824933,Spain,2015-06-01
679,Greece,201507,33465,Spain,2015-07-01
680,Ireland,201507,3235825,Spain,2015-07-01
681,Netherlands,201507,2115540,Spain,2015-07-01
682,USA,201507,644093,Spain,2015-07-01
707,Greece,201508,4979,Spain,2015-08-01
708,Ireland,201508,2306204,Spain,2015-08-01
709,Netherlands,201508,1456749,Spain,2015-08-01
710,USA,201508,865962,Spain,2015-08-01
745,Greece,201509,3968,Spain,2015-09-01
746,Ireland,201509,1346490,Spain,2015-09-01
747,Netherlands,201509,2421110,Spain,2015-09-01
773,France,201510,127927,Spain,2015-10-01
774,Greece,201510,13900,Spain,2015-10-01
775,Ireland,201510,6073109,Spain,2015-10-01
776,Netherlands,201510,2247371,Spain,2015-10-01
802,France,201511,116,Spain,2015-11-01
803,Germany,201511,74421,Spain,2015-11-01
804,Greece,201511,3286,Spain,2015-11-01
805,Ireland,201511,1453133,Spain,2015-11-01
806,Netherlands,201511,3596103,Spain,2015-11-01
807,USA,201511,512031,Spain,2015-11-01
841,France,201512,283335,Spain,2015-12-01
842,Germany,201512,27922,Spain,2015-12-01
843,Greece,201512,7742,Spain,2015-12-01
844,Ireland,201512,2604277,Spain,2015-12-01
845,Netherlands,201512,2169711,Spain,2015-12-01
846,Spain,201512,655,Spain,2015-12-01
847,USA,201512,255434,Spain,2015-12-01
882,Greece,201601,4762,Spain,2016-01-01
883,Ireland,201601,2011405,Spain,2016-01-01
884,USA,201601,554792,Spain,2016-01-01
915,Greece,201602,8556,Spain,2016-02-01
916,Ireland,201602,2244728,Spain,2016-02-01
917,Netherlands,201602,2147478,Spain,2016-02-01
952,Greece,201603,7455,Spain,2016-03-01
953,Ireland,201603,909553,Spain,2016-03-01
954,Netherlands,201603,4406451,Spain,2016-03-01
955,USA,201603,969990,Spain,2016-03-01
995,Greece,201604,2330,Spain,2016-04-01
996,Ireland,201604,991374,Spain,2016-04-01
997,Netherlands,201604,1234048,Spain,2016-04-01
998,USA,201604,684788,Spain,2016-04-01
1034,Greece,201605,5063,Spain,2016-05-01
1035,Ireland,201605,1925354,Spain,2016-05-01
1036,Netherlands,201605,2392446,Spain,2016-05-01
1037,USA,201605,392092,Spain,2016-05-01
1071,Ireland,201606,606649,Spain,2016-06-01
1072,Netherlands,201606,2498421,Spain,2016-06-01
1073,USA,201606,9821,Spain,2016-06-01
1109,France,201607,118401,Spain,2016-07-01
1110,Greece,201607,7560,Spain,2016-07-01
1111,Ireland,201607,1206287,Spain,2016-07-01
1112,Netherlands,201607,1639042,Spain,2016-07-01
1113,USA,201607,165624,Spain,2016-07-01
1152,Greece,201608,5997,Spain,2016-08-01
1153,Ireland,201608,1838450,Spain,2016-08-01
1154,Netherlands,201608,4776541,Spain,2016-08-01
1155,USA,201608,231357,Spain,2016-08-01
1193,France,201609,52863,Spain,2016-09-01
1194,Greece,201609,6441,Spain,2016-09-01
1195,Ireland,201609,1127293,Spain,2016-09-01
1231,France,201610,49658,Spain,2016-10-01
1232,Greece,201610,10094,Spain,2016-10-01
1233,Ireland,201610,952126,Spain,2016-10-01
1234,Netherlands,201610,2380625,Spain,2016-10-01
1235,USA,201610,343901,Spain,2016-10-01
1271,France,201611,56502,Spain,2016-11-01
1272,Greece,201611,4483,Spain,2016-11-01
1273,Ireland,201611,1174395,Spain,2016-11-01
1274,Netherlands,201611,2044696,Spain,2016-11-01
1275,USA,201611,283742,Spain,2016-11-01
1313,France,201612,131630,Spain,2016-12-01
1314,Ireland,201612,1120089,Spain,2016-12-01
1315,Netherlands,201612,2188928,Spain,2016-12-01
1316,USA,201612,396948,Spain,2016-12-01
33,Greece,201401,11842,Portugal,2014-01-01
34,Ireland,201401,776670,Portugal,2014-01-01
63,France,201402,260377,Portugal,2014-02-01
64,Germany,201402,97551,Portugal,2014-02-01
65,Greece,201402,6330,Portugal,2014-02-01
66,Ireland,201402,539053,Portugal,2014-02-01
67,Netherlands,201402,254015,Portugal,2014-02-01
68,USA,201402,219855,Portugal,2014-02-01
101,France,201403,542925,Portugal,2014-03-01
102,Germany,201403,36419,Portugal,2014-03-01
103,Greece,201403,19948,Portugal,2014-03-01
104,Ireland,201403,918128,Portugal,2014-03-01
105,Netherlands,201403,935714,Portugal,2014-03-01
106,USA,201403,647503,Portugal,2014-03-01
143,France,201404,393819,Portugal,2014-04-01
144,Germany,201404,101702,Portugal,2014-04-01
145,Greece,201404,7616,Portugal,2014-04-01
146,Ireland,201404,871619,Portugal,2014-04-01
182,France,201405,424719,Portugal,2014-05-01
183,Germany,201405,73571,Portugal,2014-05-01
184,Greece,201405,10407,Portugal,2014-05-01
185,Ireland,201405,1184467,Portugal,2014-05-01
186,Netherlands,201405,1060084,Portugal,2014-05-01
187,USA,201405,315898,Portugal,2014-05-01
225,France,201406,414607,Portugal,2014-06-01
226,Greece,201406,32263,Portugal,2014-06-01
227,Ireland,201406,1025031,Portugal,2014-06-01
228,Netherlands,201406,2591552,Portugal,2014-06-01
229,USA,201406,786053,Portugal,2014-06-01
267,France,201407,367418,Portugal,2014-07-01
268,Greece,201407,16287,Portugal,2014-07-01
269,Ireland,201407,1310790,Portugal,2014-07-01
270,Netherlands,201407,1117828,Portugal,2014-07-01
271,USA,201407,571755,Portugal,2014-07-01
304,France,201408,346081,Portugal,2014-08-01
305,Germany,201408,91872,Portugal,2014-08-01
306,Greece,201408,27040,Portugal,2014-08-01
307,Ireland,201408,1134158,Portugal,2014-08-01
308,Netherlands,201408,1481428,Portugal,2014-08-01
309,USA,201408,2246443,Portugal,2014-08-01
348,France,201409,261811,Portugal,2014-09-01
349,Greece,201409,5815,Portugal,2014-09-01
350,Ireland,201409,1799811,Portugal,2014-09-01
351,Netherlands,201409,13119,Portugal,2014-09-01
389,France,201410,126844,Portugal,2014-10-01
390,Germany,201410,100287,Portugal,2014-10-01
391,Greece,201410,13111,Portugal,2014-10-01
392,Hungary,201410,61424,Portugal,2014-10-01
393,Ireland,201410,1330844,Portugal,2014-10-01
394,Netherlands,201410,1255551,Portugal,2014-10-01
423,France,201411,255549,Portugal,2014-11-01
424,Greece,201411,8123,Portugal,2014-11-01
425,Hungary,201411,50361,Portugal,2014-11-01
426,Ireland,201411,1882021,Portugal,2014-11-01
427,Netherlands,201411,1154787,Portugal,2014-11-01
428,USA,201411,702585,Portugal,2014-11-01
448,France,201412,656,Portugal,2014-12-01
449,Greece,201412,14141,Portugal,2014-12-01
450,Ireland,201412,2005941,Portugal,2014-12-01
451,Netherlands,201412,3439271,Portugal,2014-12-01
452,USA,201412,202897,Portugal,2014-12-01
479,Germany,201501,64907,Portugal,2015-01-01
480,Greece,201501,6594,Portugal,2015-01-01
481,Ireland,201501,4581463,Portugal,2015-01-01
482,Netherlands,201501,868720,Portugal,2015-01-01
483,USA,201501,1187661,Portugal,2015-01-01
502,Greece,201502,21175,Portugal,2015-02-01
503,Ireland,201502,2285278,Portugal,2015-02-01
504,Netherlands,201502,798606,Portugal,2015-02-01
505,USA,201502,501664,Portugal,2015-02-01
538,Germany,201503,179039,Portugal,2015-03-01
539,Greece,201503,11051,Portugal,2015-03-01
540,Ireland,201503,3834492,Portugal,2015-03-01
541,Netherlands,201503,1194271,Portugal,2015-03-01
542,Spain,201503,14475,Portugal,2015-03-01
566,Greece,201504,9491,Portugal,2015-04-01
567,Ireland,201504,2216406,Portugal,2015-04-01
568,Netherlands,201504,3379020,Portugal,2015-04-01
569,USA,201504,536685,Portugal,2015-04-01
601,Germany,201505,456238,Portugal,2015-05-01
602,Greece,201505,13853,Portugal,2015-05-01
603,Ireland,201505,2063384,Portugal,2015-05-01
604,Netherlands,201505,2084413,Portugal,2015-05-01
640,Greece,201506,46175,Portugal,2015-06-01
641,Ireland,201506,2989618,Portugal,2015-06-01
642,Netherlands,201506,824933,Portugal,2015-06-01
679,Greece,201507,33465,Portugal,2015-07-01
680,Ireland,201507,3235825,Portugal,2015-07-01
681,Netherlands,201507,2115540,Portugal,2015-07-01
682,USA,201507,644093,Portugal,2015-07-01
707,Greece,201508,4979,Portugal,2015-08-01
708,Ireland,201508,2306204,Portugal,2015-08-01
709,Netherlands,201508,1456749,Portugal,2015-08-01
710,USA,201508,865962,Portugal,2015-08-01
745,Greece,201509,3968,Portugal,2015-09-01
746,Ireland,201509,1346490,Portugal,2015-09-01
747,Netherlands,201509,2421110,Portugal,2015-09-01
773,France,201510,127927,Portugal,2015-10-01
774,Greece,201510,13900,Portugal,2015-10-01
775,Ireland,201510,6073109,Portugal,2015-10-01
776,Netherlands,201510,2247371,Portugal,2015-10-01
802,France,201511,116,Portugal,2015-11-01
803,Germany,201511,74421,Portugal,2015-11-01
804,Greece,201511,3286,Portugal,2015-11-01
805,Ireland,201511,1453133,Portugal,2015-11-01
806,Netherlands,201511,3596103,Portugal,2015-11-01
807,USA,201511,512031,Portugal,2015-11-01
841,France,201512,283335,Portugal,2015-12-01
842,Germany,201512,27922,Portugal,2015-12-01
843,Greece,201512,7742,Portugal,2015-12-01
844,Ireland,201512,2604277,Portugal,2015-12-01
845,Netherlands,201512,2169711,Portugal,2015-12-01
846,Spain,201512,655,Portugal,2015-12-01
847,USA,201512,255434,Portugal,2015-12-01
882,Greece,201601,4762,Portugal,2016-01-01
883,Ireland,201601,2011405,Portugal,2016-01-01
884,USA,201601,554792,Portugal,2016-01-01
915,Greece,201602,8556,Portugal,2016-02-01
916,Ireland,201602,2244728,Portugal,2016-02-01
917,Netherlands,201602,2147478,Portugal,2016-02-01
952,Greece,201603,7455,Portugal,2016-03-01
953,Ireland,201603,909553,Portugal,2016-03-01
954,Netherlands,201603,4406451,Portugal,2016-03-01
955,USA,201603,969990,Portugal,2016-03-01
995,Greece,201604,2330,Portugal,2016-04-01
996,Ireland,201604,991374,Portugal,2016-04-01
997,Netherlands,201604,1234048,Portugal,2016-04-01
998,USA,201604,684788,Portugal,2016-04-01
1034,Greece,201605,5063,Portugal,2016-05-01
1035,Ireland,201605,1925354,Portugal,2016-05-01
1036,Netherlands,201605,2392446,Portugal,2016-05-01
1037,USA,201605,392092,Portugal,2016-05-01
1071,Ireland,201606,606649,Portugal,2016-06-01
1072,Netherlands,201606,2498421,Portugal,2016-06-01
1073,USA,201606,9821,Portugal,2016-06-01
1109,France,201607,118401,Portugal,2016-07-01
1110,Greece,201607,7560,Portugal,2016-07-01
1111,Ireland,201607,1206287,Portugal,2016-07-01
1112,Netherlands,201607,1639042,Portugal,2016-07-01
1113,USA,201607,165624,Portugal,2016-07-01
1152,Greece,201608,5997,Portugal,2016-08-01
1153,Ireland,201608,1838450,Portugal,2016-08-01
1154,Netherlands,201608,4776541,Portugal,2016-08-01
1155,USA,201608,231357,Portugal,2016-08-01
1193,France,201609,52863,Portugal,2016-09-01
1194,Greece,201609,6441,Portugal,2016-09-01
1195,Ireland,201609,1127293,Portugal,2016-09-01
1231,France,201610,49658,Portugal,2016-10-01
1232,Greece,201610,10094,Portugal,2016-10-01
1233,Ireland,201610,952126,Portugal,2016-10-01
1234,Netherlands,201610,2380625,Portugal,2016-10-01
1235,USA,201610,343901,Portugal,2016-10-01
1271,France,201611,56502,Portugal,2016-11-01
1272,Greece,201611,4483,Portugal,2016-11-01
1273,Ireland,201611,1174395,Portugal,2016-11-01
1274,Netherlands,201611,2044696,Portugal,2016-11-01
1275,USA,201611,283742,Portugal,2016-11-01
1313,France,201612,131630,Portugal,2016-12-01
1314,Ireland,201612,1120089,Portugal,2016-12-01
1315,Netherlands,201612,2188928,Portugal,2016-12-01
1316,USA,201612,396948,Portugal,2016-12-01
33,Greece,201401,11842,Sweden,2014-01-01
34,Ireland,201401,776670,Sweden,2014-01-01
63,France,201402,260377,Sweden,2014-02-01
64,Germany,201402,97551,Sweden,2014-02-01
65,Greece,201402,6330,Sweden,2014-02-01
66,Ireland,201402,539053,Sweden,2014-02-01
67,Netherlands,201402,254015,Sweden,2014-02-01
68,USA,201402,219855,Sweden,2014-02-01
101,France,201403,542925,Sweden,2014-03-01
102,Germany,201403,36419,Sweden,2014-03-01
103,Greece,201403,19948,Sweden,2014-03-01
104,Ireland,201403,918128,Sweden,2014-03-01
105,Netherlands,201403,935714,Sweden,2014-03-01
106,USA,201403,647503,Sweden,2014-03-01
143,France,201404,393819,Sweden,2014-04-01
144,Germany,201404,101702,Sweden,2014-04-01
145,Greece,201404,7616,Sweden,2014-04-01
146,Ireland,201404,871619,Sweden,2014-04-01
182,France,201405,424719,Sweden,2014-05-01
183,Germany,201405,73571,Sweden,2014-05-01
184,Greece,201405,10407,Sweden,2014-05-01
185,Ireland,201405,1184467,Sweden,2014-05-01
186,Netherlands,201405,1060084,Sweden,2014-05-01
187,USA,201405,315898,Sweden,2014-05-01
225,France,201406,414607,Sweden,2014-06-01
226,Greece,201406,32263,Sweden,2014-06-01
227,Ireland,201406,1025031,Sweden,2014-06-01
228,Netherlands,201406,2591552,Sweden,2014-06-01
229,USA,201406,786053,Sweden,2014-06-01
267,France,201407,367418,Sweden,2014-07-01
268,Greece,201407,16287,Sweden,2014-07-01
269,Ireland,201407,1310790,Sweden,2014-07-01
270,Netherlands,201407,1117828,Sweden,2014-07-01
271,USA,201407,571755,Sweden,2014-07-01
304,France,201408,346081,Sweden,2014-08-01
305,Germany,201408,91872,Sweden,2014-08-01
306,Greece,201408,27040,Sweden,2014-08-01
307,Ireland,201408,1134158,Sweden,2014-08-01
308,Netherlands,201408,1481428,Sweden,2014-08-01
309,USA,201408,2246443,Sweden,2014-08-01
348,France,201409,261811,Sweden,2014-09-01
349,Greece,201409,5815,Sweden,2014-09-01
350,Ireland,201409,1799811,Sweden,2014-09-01
351,Netherlands,201409,13119,Sweden,2014-09-01
389,France,201410,126844,Sweden,2014-10-01
390,Germany,201410,100287,Sweden,2014-10-01
391,Greece,201410,13111,Sweden,2014-10-01
392,Hungary,201410,61424,Sweden,2014-10-01
393,Ireland,201410,1330844,Sweden,2014-10-01
394,Netherlands,201410,1255551,Sweden,2014-10-01
423,France,201411,255549,Sweden,2014-11-01
424,Greece,201411,8123,Sweden,2014-11-01
425,Hungary,201411,50361,Sweden,2014-11-01
426,Ireland,201411,1882021,Sweden,2014-11-01
427,Netherlands,201411,1154787,Sweden,2014-11-01
428,USA,201411,702585,Sweden,2014-11-01
448,France,201412,656,Sweden,2014-12-01
449,Greece,201412,14141,Sweden,2014-12-01
450,Ireland,201412,2005941,Sweden,2014-12-01
451,Netherlands,201412,3439271,Sweden,2014-12-01
452,USA,201412,202897,Sweden,2014-12-01
479,Germany,201501,64907,Sweden,2015-01-01
480,Greece,201501,6594,Sweden,2015-01-01
481,Ireland,201501,4581463,Sweden,2015-01-01
482,Netherlands,201501,868720,Sweden,2015-01-01
483,USA,201501,1187661,Sweden,2015-01-01
502,Greece,201502,21175,Sweden,2015-02-01
503,Ireland,201502,2285278,Sweden,2015-02-01
504,Netherlands,201502,798606,Sweden,2015-02-01
505,USA,201502,501664,Sweden,2015-02-01
538,Germany,201503,179039,Sweden,2015-03-01
539,Greece,201503,11051,Sweden,2015-03-01
540,Ireland,201503,3834492,Sweden,2015-03-01
541,Netherlands,201503,1194271,Sweden,2015-03-01
542,Spain,201503,14475,Sweden,2015-03-01
566,Greece,201504,9491,Sweden,2015-04-01
567,Ireland,201504,2216406,Sweden,2015-04-01
568,Netherlands,201504,3379020,Sweden,2015-04-01
569,USA,201504,536685,Sweden,2015-04-01
601,Germany,201505,456238,Sweden,2015-05-01
602,Greece,201505,13853,Sweden,2015-05-01
603,Ireland,201505,2063384,Sweden,2015-05-01
604,Netherlands,201505,2084413,Sweden,2015-05-01
640,Greece,201506,46175,Sweden,2015-06-01
641,Ireland,201506,2989618,Sweden,2015-06-01
642,Netherlands,201506,824933,Sweden,2015-06-01
679,Greece,201507,33465,Sweden,2015-07-01
680,Ireland,201507,3235825,Sweden,2015-07-01
681,Netherlands,201507,2115540,Sweden,2015-07-01
682,USA,201507,644093,Sweden,2015-07-01
707,Greece,201508,4979,Sweden,2015-08-01
708,Ireland,201508,2306204,Sweden,2015-08-01
709,Netherlands,201508,1456749,Sweden,2015-08-01
710,USA,201508,865962,Sweden,2015-08-01
745,Greece,201509,3968,Sweden,2015-09-01
746,Ireland,201509,1346490,Sweden,2015-09-01
747,Netherlands,201509,2421110,Sweden,2015-09-01
773,France,201510,127927,Sweden,2015-10-01
774,Greece,201510,13900,Sweden,2015-10-01
775,Ireland,201510,6073109,Sweden,2015-10-01
776,Netherlands,201510,2247371,Sweden,2015-10-01
802,France,201511,116,Sweden,2015-11-01
803,Germany,201511,74421,Sweden,2015-11-01
804,Greece,201511,3286,Sweden,2015-11-01
805,Ireland,201511,1453133,Sweden,2015-11-01
806,Netherlands,201511,3596103,Sweden,2015-11-01
807,USA,201511,512031,Sweden,2015-11-01
841,France,201512,283335,Sweden,2015-12-01
842,Germany,201512,27922,Sweden,2015-12-01
843,Greece,201512,7742,Sweden,2015-12-01
844,Ireland,201512,2604277,Sweden,2015-12-01
845,Netherlands,201512,2169711,Sweden,2015-12-01
846,Spain,201512,655,Sweden,2015-12-01
847,USA,201512,255434,Sweden,2015-12-01
882,Greece,201601,4762,Sweden,2016-01-01
883,Ireland,201601,2011405,Sweden,2016-01-01
884,USA,201601,554792,Sweden,2016-01-01
915,Greece,201602,8556,Sweden,2016-02-01
916,Ireland,201602,2244728,Sweden,2016-02-01
917,Netherlands,201602,2147478,Sweden,2016-02-01
952,Greece,201603,7455,Sweden,2016-03-01
953,Ireland,201603,909553,Sweden,2016-03-01
954,Netherlands,201603,4406451,Sweden,2016-03-01
955,USA,201603,969990,Sweden,2016-03-01
995,Greece,201604,2330,Sweden,2016-04-01
996,Ireland,201604,991374,Sweden,2016-04-01
997,Netherlands,201604,1234048,Sweden,2016-04-01
998,USA,201604,684788,Sweden,2016-04-01
1034,Greece,201605,5063,Sweden,2016-05-01
1035,Ireland,201605,1925354,Sweden,2016-05-01
1036,Netherlands,201605,2392446,Sweden,2016-05-01
1037,USA,201605,392092,Sweden,2016-05-01
1071,Ireland,201606,606649,Sweden,2016-06-01
1072,Netherlands,201606,2498421,Sweden,2016-06-01
1073,USA,201606,9821,Sweden,2016-06-01
1109,France,201607,118401,Sweden,2016-07-01
1110,Greece,201607,7560,Sweden,2016-07-01
1111,Ireland,201607,1206287,Sweden,2016-07-01
1112,Netherlands,201607,1639042,Sweden,2016-07-01
1113,USA,201607,165624,Sweden,2016-07-01
1152,Greece,201608,5997,Sweden,2016-08-01
1153,Ireland,201608,1838450,Sweden,2016-08-01
1154,Netherlands,201608,4776541,Sweden,2016-08-01
1155,USA,201608,231357,Sweden,2016-08-01
1193,France,201609,52863,Sweden,2016-09-01
1194,Greece,201609,6441,Sweden,2016-09-01
1195,Ireland,201609,1127293,Sweden,2016-09-01
1231,France,201610,49658,Sweden,2016-10-01
1232,Greece,201610,10094,Sweden,2016-10-01
1233,Ireland,201610,952126,Sweden,2016-10-01
1234,Netherlands,201610,2380625,Sweden,2016-10-01
1235,USA,201610,343901,Sweden,2016-10-01
1271,France,201611,56502,Sweden,2016-11-01
1272,Greece,201611,4483,Sweden,2016-11-01
1273,Ireland,201611,1174395,Sweden,2016-11-01
1274,Netherlands,201611,2044696,Sweden,2016-11-01
1275,USA,201611,283742,Sweden,2016-11-01
1313,France,201612,131630,Sweden,2016-12-01
1314,Ireland,201612,1120089,Sweden,2016-12-01
1315,Netherlands,201612,2188928,Sweden,2016-12-01
1316,USA,201612,396948,Sweden,2016-12-01
33,Greece,201401,11842,USA,2014-01-01
34,Ireland,201401,776670,USA,2014-01-01
63,France,201402,260377,USA,2014-02-01
64,Germany,201402,97551,USA,2014-02-01
65,Greece,201402,6330,USA,2014-02-01
66,Ireland,201402,539053,USA,2014-02-01
67,Netherlands,201402,254015,USA,2014-02-01
68,USA,201402,219855,USA,2014-02-01
101,France,201403,542925,USA,2014-03-01
102,Germany,201403,36419,USA,2014-03-01
103,Greece,201403,19948,USA,2014-03-01
104,Ireland,201403,918128,USA,2014-03-01
105,Netherlands,201403,935714,USA,2014-03-01
106,USA,201403,647503,USA,2014-03-01
143,France,201404,393819,USA,2014-04-01
