,partner,period,trade_value_usd,reporter
402,Germany,201411,21,Madagascar
403,Greece,201411,2915,Madagascar
404,Indonesia,201411,9631,Madagascar
405,Ireland,201411,491,Madagascar
406,Italy,201411,827,Madagascar
407,Lithuania,201411,1008,Madagascar
408,Rep. of Moldova,201411,6500,Madagascar
409,Papua New Guinea,201411,31900,Madagascar
410,Poland,201411,423,Madagascar
411,Spain,201411,43577,Madagascar
412,Turkey,201411,9388,Madagascar
413,Uganda,201411,16357,Madagascar
414,United Rep. of Tanzania,201411,9183,Madagascar
415,USA,201411,15765,Madagascar
433,World,201412,527480,Madagascar
434,Australia,201412,20050,Madagascar
435,Belgium,201412,95998,Madagascar
436,Canada,201412,4791,Madagascar
437,Denmark,201412,2505,Madagascar
438,France,201412,131278,Madagascar
439,Germany,201412,29249,Madagascar
440,Ireland,201412,2419,Madagascar
441,Italy,201412,676,Madagascar
442,Jamaica,201412,42657,Madagascar
443,Lithuania,201412,1815,Madagascar
444,Madagascar,201412,22075,Madagascar
445,Netherlands,201412,45220,Madagascar
446,Papua New Guinea,201412,53847,Madagascar
447,Poland,201412,327,Madagascar
448,South Africa,201412,3505,Madagascar
449,Spain,201412,37901,Madagascar
450,Turkey,201412,8504,Madagascar
451,Uganda,201412,24664,Madagascar
474,World,201501,447046,Madagascar
475,Australia,201501,19480,Madagascar
476,Belgium,201501,145,Madagascar
477,France,201501,98195,Madagascar
478,Germany,201501,14427,Madagascar
479,Indonesia,201501,8123,Madagascar
480,Ireland,201501,746,Madagascar
481,Italy,201501,180,Madagascar
482,Lithuania,201501,1281,Madagascar
483,Madagascar,201501,59794,Madagascar
484,Mauritius,201501,20426,Madagascar
485,Poland,201501,398,Madagascar
486,India,201501,5890,Madagascar
487,Spain,201501,67202,Madagascar
488,Sweden,201501,9666,Madagascar
489,Turkey,201501,24442,Madagascar
490,Uganda,201501,109836,Madagascar
491,USA,201501,6815,Madagascar
513,World,201502,652270,Madagascar
514,Austria,201502,95,Madagascar
515,Belgium,201502,32714,Madagascar
516,France,201502,286806,Madagascar
517,Germany,201502,42876,Madagascar
518,Indonesia,201502,16743,Madagascar
519,Ireland,201502,684,Madagascar
520,Italy,201502,641,Madagascar
521,Lithuania,201502,1165,Madagascar
522,Madagascar,201502,125991,Madagascar
523,Netherlands,201502,4480,Madagascar
524,Poland,201502,607,Madagascar
525,India,201502,2832,Madagascar
526,Spain,201502,63521,Madagascar
527,Turkey,201502,14841,Madagascar
528,Uganda,201502,55644,Madagascar
529,USA,201502,2630,Madagascar
551,World,201503,455185,Madagascar
552,Australia,201503,4979,Madagascar
553,Canada,201503,4670,Madagascar
554,France,201503,33437,Madagascar
555,Germany,201503,12877,Madagascar
556,Indonesia,201503,15045,Madagascar
557,Ireland,201503,670,Madagascar
558,Italy,201503,698,Madagascar
559,Jamaica,201503,11898,Madagascar
560,Lebanon,201503,11668,Madagascar
561,Lithuania,201503,1323,Madagascar
562,Madagascar,201503,138006,Madagascar
563,Papua New Guinea,201503,31296,Madagascar
564,Poland,201503,930,Madagascar
565,Portugal,201503,144,Madagascar
566,India,201503,88316,Madagascar
567,Spain,201503,35074,Madagascar
568,Turkey,201503,8595,Madagascar
569,Uganda,201503,53923,Madagascar
570,USA,201503,1636,Madagascar
594,World,201504,885525,Madagascar
595,Australia,201504,14008,Madagascar
596,Austria,201504,188,Madagascar
597,Belgium,201504,30715,Madagascar
598,France,201504,178391,Madagascar
599,Germany,201504,233569,Madagascar
600,Indonesia,201504,10025,Madagascar
601,Ireland,201504,529,Madagascar
602,Italy,201504,166,Madagascar
603,Lebanon,201504,13249,Madagascar
604,Lithuania,201504,1534,Madagascar
605,Madagascar,201504,105063,Madagascar
606,Poland,201504,314,Madagascar
607,India,201504,2197,Madagascar
608,Spain,201504,117753,Madagascar
609,Turkey,201504,7206,Madagascar
610,Uganda,201504,155858,Madagascar
611,USA,201504,14761,Madagascar
631,World,201505,558000,Madagascar
632,Australia,201505,9359,Madagascar
633,Austria,201505,130,Madagascar
634,Belgium,201505,20915,Madagascar
635,France,201505,124985,Madagascar
636,Germany,201505,12830,Madagascar
637,Indonesia,201505,14609,Madagascar
638,Ireland,201505,257,Madagascar
639,Italy,201505,576,Madagascar
640,Jamaica,201505,31910,Madagascar
641,Lithuania,201505,2100,Madagascar
642,Poland,201505,306,Madagascar
643,India,201505,15743,Madagascar
644,Spain,201505,82316,Madagascar
645,Turkey,201505,15850,Madagascar
646,Uganda,201505,217399,Madagascar
647,USA,201505,8716,Madagascar
667,World,201506,831054,Madagascar
668,Australia,201506,9408,Madagascar
669,Belgium,201506,4206,Madagascar
670,Canada,201506,1251,Madagascar
671,France,201506,219772,Madagascar
672,Germany,201506,100583,Madagascar
673,Indonesia,201506,18243,Madagascar
674,Ireland,201506,306,Madagascar
675,Italy,201506,476,Madagascar
676,Jamaica,201506,3738,Madagascar
677,Lithuania,201506,1380,Madagascar
678,Madagascar,201506,59725,Madagascar
679,Netherlands,201506,7585,Madagascar
680,Poland,201506,586,Madagascar
681,India,201506,5102,Madagascar
682,Spain,201506,193946,Madagascar
683,Turkey,201506,10518,Madagascar
684,Uganda,201506,168332,Madagascar
685,USA,201506,25898,Madagascar
708,World,201507,768429,Madagascar
709,Belgium,201507,13905,Madagascar
710,France,201507,161176,Madagascar
711,Germany,201507,31178,Madagascar
712,Ireland,201507,404,Madagascar
713,Italy,201507,647,Madagascar
714,Jamaica,201507,11746,Madagascar
715,Lebanon,201507,5624,Madagascar
716,Lithuania,201507,1383,Madagascar
717,Netherlands,201507,34064,Madagascar
718,Papua New Guinea,201507,30868,Madagascar
719,Poland,201507,110,Madagascar
720,India,201507,12671,Madagascar
721,South Africa,201507,8759,Madagascar
722,Spain,201507,260438,Madagascar
723,Turkey,201507,14502,Madagascar
724,Uganda,201507,16041,Madagascar
725,USA,201507,164911,Madagascar
752,World,201508,1139034,Madagascar
753,Australia,201508,10374,Madagascar
754,Austria,201508,1326,Madagascar
755,Belgium,201508,91356,Madagascar
756,France,201508,101132,Madagascar
757,Germany,201508,175901,Madagascar
758,Indonesia,201508,14508,Madagascar
759,Ireland,201508,440,Madagascar
760,Italy,201508,657,Madagascar
761,Lithuania,201508,1642,Madagascar
762,Papua New Guinea,201508,33453,Madagascar
763,Poland,201508,218,Madagascar
764,Spain,201508,101119,Madagascar
765,Turkey,201508,7253,Madagascar
766,Uganda,201508,197637,Madagascar
767,USA,201508,402018,Madagascar
792,World,201509,820570,Madagascar
793,Australia,201509,9288,Madagascar
794,Belgium,201509,1279,Madagascar
795,France,201509,170644,Madagascar
796,Germany,201509,123703,Madagascar
797,Ireland,201509,1350,Madagascar
798,Italy,201509,642,Madagascar
799,Jamaica,201509,53654,Madagascar
800,Lithuania,201509,1292,Madagascar
801,Madagascar,201509,50134,Madagascar
802,Malta,201509,68,Madagascar
803,Netherlands,201509,10097,Madagascar
804,Poland,201509,333,Madagascar
805,India,201509,5214,Madagascar
806,Spain,201509,268414,Madagascar
807,Turkey,201509,21196,Madagascar
808,Uganda,201509,79598,Madagascar
809,USA,201509,23665,Madagascar
835,World,201510,981019,Madagascar
836,Australia,201510,28744,Madagascar
837,Belgium,201510,3814,Madagascar
838,Denmark,201510,9539,Madagascar
839,France,201510,254787,Madagascar
840,Germany,201510,77032,Madagascar
841,Indonesia,201510,27795,Madagascar
842,Ireland,201510,2001,Madagascar
843,Italy,201510,104,Madagascar
844,Lithuania,201510,3167,Madagascar
845,Madagascar,201510,239142,Madagascar
846,Poland,201510,271,Madagascar
847,Portugal,201510,49,Madagascar
848,Spain,201510,261744,Madagascar
849,Turkey,201510,13722,Madagascar
850,Uganda,201510,17421,Madagascar
851,USA,201510,41686,Madagascar
877,World,201511,1062875,Madagascar
878,Belgium,201511,32430,Madagascar
879,Canada,201511,1888,Madagascar
880,France,201511,175256,Madagascar
881,Germany,201511,127193,Madagascar
882,Indonesia,201511,7135,Madagascar
883,Ireland,201511,2849,Madagascar
884,Italy,201511,514,Madagascar
885,Jamaica,201511,5755,Madagascar
886,Lithuania,201511,2198,Madagascar
887,Madagascar,201511,161262,Madagascar
888,Mexico,201511,1398,Madagascar
889,Netherlands,201511,35956,Madagascar
890,Poland,201511,682,Madagascar
891,India,201511,90674,Madagascar
892,Spain,201511,158237,Madagascar
893,Turkey,201511,15873,Madagascar
894,Uganda,201511,235645,Madagascar
895,United Rep. of Tanzania,201511,3306,Madagascar
896,USA,201511,4625,Madagascar
918,World,201512,1614454,Madagascar
919,Belgium,201512,2944,Madagascar
920,France,201512,204120,Madagascar
921,Germany,201512,775749,Madagascar
922,Ireland,201512,1142,Madagascar
923,Italy,201512,552,Madagascar
924,Jamaica,201512,32285,Madagascar
925,Lithuania,201512,2180,Madagascar
926,Madagascar,201512,202253,Madagascar
927,New Zealand,201512,2953,Madagascar
928,Papua New Guinea,201512,56248,Madagascar
929,Poland,201512,729,Madagascar
930,India,201512,111197,Madagascar
931,Spain,201512,194615,Madagascar
932,Turkey,201512,19502,Madagascar
933,USA,201512,7985,Madagascar
961,World,201601,713002,Madagascar
962,Australia,201601,7660,Madagascar
963,France,201601,189942,Madagascar
964,Germany,201601,161125,Madagascar
965,Indonesia,201601,15522,Madagascar
966,Ireland,201601,269,Madagascar
967,Italy,201601,529,Madagascar
968,Lithuania,201601,255,Madagascar
969,Madagascar,201601,102639,Madagascar
970,Netherlands,201601,4065,Madagascar
971,Poland,201601,336,Madagascar
972,Spain,201601,15974,Madagascar
973,Turkey,201601,9487,Madagascar
974,Uganda,201601,172739,Madagascar
975,USA,201601,32460,Madagascar
1005,World,201602,736653,Madagascar
1006,Australia,201602,33883,Madagascar
1007,Belgium,201602,1355,Madagascar
1008,Sri Lanka,201602,2836,Madagascar
1009,Denmark,201602,20289,Madagascar
1010,France,201602,262991,Madagascar
1011,Germany,201602,10517,Madagascar
1012,Ireland,201602,304,Madagascar
1013,Italy,201602,150,Madagascar
1014,Jamaica,201602,15728,Madagascar
1015,Lithuania,201602,1042,Madagascar
1016,Madagascar,201602,260096,Madagascar
1017,India,201602,21403,Madagascar
1018,Turkey,201602,1552,Madagascar
1019,Uganda,201602,101778,Madagascar
1020,USA,201602,2728,Madagascar
1043,World,201603,1550987,Madagascar
1044,Australia,201603,12907,Madagascar
1045,Austria,201603,47,Madagascar
1046,Belgium,201603,2733,Madagascar
1047,France,201603,334215,Madagascar
1048,Germany,201603,50249,Madagascar
1049,Indonesia,201603,15766,Madagascar
1050,Ireland,201603,491,Madagascar
1051,Italy,201603,201,Madagascar
1052,Jamaica,201603,25504,Madagascar
1053,Lithuania,201603,1485,Madagascar
1054,Madagascar,201603,264727,Madagascar
1055,Netherlands,201603,6998,Madagascar
1056,Papua New Guinea,201603,94166,Madagascar
1057,Poland,201603,518,Madagascar
1058,India,201603,243557,Madagascar
1059,Spain,201603,18163,Madagascar
1060,Uganda,201603,452052,Madagascar
1061,United Kingdom,201603,2867,Madagascar
1062,USA,201603,24342,Madagascar
1089,World,201604,969166,Madagascar
1090,Australia,201604,65991,Madagascar
1091,Austria,201604,72,Madagascar
1092,Belgium,201604,2473,Madagascar
1093,France,201604,259883,Madagascar
1094,Germany,201604,24267,Madagascar
1095,Indonesia,201604,18258,Madagascar
1096,Ireland,201604,624,Madagascar
1097,Italy,201604,801,Madagascar
1098,Jamaica,201604,8586,Madagascar
1099,Lithuania,201604,660,Madagascar
1100,Madagascar,201604,43098,Madagascar
1101,Mauritius,201604,102576,Madagascar
1102,Netherlands,201604,10330,Madagascar
1103,Poland,201604,1141,Madagascar
1104,India,201604,275057,Madagascar
1105,Turkey,201604,44261,Madagascar
1106,Uganda,201604,103882,Madagascar
1107,USA,201604,7206,Madagascar
1134,World,201605,973475,Madagascar
1135,Belgium,201605,1346,Madagascar
1136,China,201605,48404,Madagascar
1137,France,201605,312797,Madagascar
1138,Germany,201605,2523,Madagascar
1139,Indonesia,201605,61483,Madagascar
1140,Ireland,201605,315,Madagascar
1141,Italy,201605,1416,Madagascar
1142,Jamaica,201605,8447,Madagascar
1143,Lebanon,201605,2428,Madagascar
1144,Lithuania,201605,1470,Madagascar
1145,Madagascar,201605,106760,Madagascar
1146,Mauritius,201605,109669,Madagascar
1147,Netherlands,201605,28615,Madagascar
1148,Poland,201605,520,Madagascar
1149,India,201605,246117,Madagascar
1150,USA,201605,41162,Madagascar
1175,World,201606,1108420,Madagascar
1176,Belgium,201606,10552,Madagascar
1177,France,201606,181661,Madagascar
1178,Germany,201606,188944,Madagascar
1179,Indonesia,201606,32206,Madagascar
1180,Ireland,201606,377,Madagascar
1181,Italy,201606,314,Madagascar
1182,Lithuania,201606,1119,Madagascar
1183,Madagascar,201606,39523,Madagascar
1184,Mexico,201606,16637,Madagascar
1185,Netherlands,201606,78468,Madagascar
1186,Papua New Guinea,201606,76249,Madagascar
1187,Poland,201606,679,Madagascar
1188,India,201606,343379,Madagascar
1189,Spain,201606,15837,Madagascar
1190,Turkey,201606,1436,Madagascar
1191,Uganda,201606,121039,Madagascar
1211,World,201607,2583504,Madagascar
1212,Australia,201607,27989,Madagascar
1213,Belgium,201607,2788,Madagascar
1214,France,201607,380059,Madagascar
1215,Germany,201607,30061,Madagascar
1216,Indonesia,201607,13552,Madagascar
1217,Ireland,201607,331,Madagascar
1218,Italy,201607,92,Madagascar
1219,Jamaica,201607,17777,Madagascar
1220,Lithuania,201607,1835,Madagascar
1221,Madagascar,201607,231910,Madagascar
1222,Netherlands,201607,939748,Madagascar
1223,Papua New Guinea,201607,183000,Madagascar
1224,Poland,201607,2013,Madagascar
1225,India,201607,243220,Madagascar
1226,Sweden,201607,4083,Madagascar
1227,Uganda,201607,464414,Madagascar
1228,USA,201607,40629,Madagascar
1251,World,201608,1262907,Madagascar
1252,Belgium,201608,4458,Madagascar
1253,France,201608,313260,Madagascar
1254,Germany,201608,19929,Madagascar
1255,Indonesia,201608,47861,Madagascar
1256,Ireland,201608,341,Madagascar
1257,Italy,201608,603,Madagascar
1258,Jamaica,201608,38870,Madagascar
1259,Lebanon,201608,1352,Madagascar
1260,Lithuania,201608,1020,Madagascar
1261,Madagascar,201608,165659,Madagascar
1262,Mexico,201608,10894,Madagascar
1263,Netherlands,201608,14593,Madagascar
1264,Papua New Guinea,201608,82698,Madagascar
1265,Poland,201608,690,Madagascar
1266,India,201608,415191,Madagascar
1267,Uganda,201608,145487,Madagascar
1291,World,201609,423622,Madagascar
1292,Australia,201609,15650,Madagascar
1293,Belgium,201609,5854,Madagascar
1294,China,201609,858,Madagascar
1295,France,201609,167616,Madagascar
1296,Germany,201609,671,Madagascar
1297,Indonesia,201609,39273,Madagascar
1298,Ireland,201609,611,Madagascar
1299,Lebanon,201609,2380,Madagascar
1300,Lithuania,201609,1319,Madagascar
1301,Mauritius,201609,18280,Madagascar
1302,Mexico,201609,19992,Madagascar
1303,Papua New Guinea,201609,68155,Madagascar
1304,Poland,201609,407,Madagascar
1305,India,201609,23801,Madagascar
1306,Uganda,201609,15704,Madagascar
1307,USA,201609,43050,Madagascar
1336,World,201610,1480762,Madagascar
1337,Australia,201610,17098,Madagascar
1338,Belgium,201610,2822,Madagascar
1339,China,201610,46023,Madagascar
1340,France,201610,396270,Madagascar
1341,Germany,201610,110874,Madagascar
1342,Indonesia,201610,27218,Madagascar
1343,Ireland,201610,347,Madagascar
1344,Italy,201610,393,Madagascar
1345,Jamaica,201610,15276,Madagascar
1346,Lithuania,201610,1996,Madagascar
1347,Madagascar,201610,530991,Madagascar
1348,Netherlands,201610,2603,Madagascar
1349,Poland,201610,753,Madagascar
1350,India,201610,281145,Madagascar
1351,Uganda,201610,40623,Madagascar
1352,USA,201610,6331,Madagascar
1376,World,201611,1395523,Madagascar
1377,France,201611,289615,Madagascar
1378,Germany,201611,151790,Madagascar
1379,Indonesia,201611,18932,Madagascar
1380,Ireland,201611,4154,Madagascar
1381,Italy,201611,1394,Madagascar
1382,Jamaica,201611,48786,Madagascar
1383,Lithuania,201611,2575,Madagascar
1384,Madagascar,201611,305639,Madagascar
1385,Poland,201611,613,Madagascar
1386,India,201611,299612,Madagascar
1387,Uganda,201611,264751,Madagascar
1388,USA,201611,7662,Madagascar
1411,World,201612,914879,Madagascar
1412,Australia,201612,10303,Madagascar
1413,France,201612,303248,Madagascar
1414,Germany,201612,80853,Madagascar
1415,Indonesia,201612,63494,Madagascar
1416,Ireland,201612,1313,Madagascar
1417,Italy,201612,1524,Madagascar
1418,Lebanon,201612,1043,Madagascar
1419,Lithuania,201612,1003,Madagascar
1420,Madagascar,201612,287669,Madagascar
1421,Mexico,201612,5115,Madagascar
1422,Papua New Guinea,201612,69727,Madagascar
1423,Poland,201612,1264,Madagascar
1424,India,201612,88325,Madagascar
23,World,201401,367020,Japan
24,Australia,201401,6642,Japan
25,Sri Lanka,201401,1858,Japan
26,France,201401,79063,Japan
27,Germany,201401,443,Japan
28,Indonesia,201401,32233,Japan
29,Ireland,201401,4367,Japan
30,Lithuania,201401,652,Japan
31,Netherlands,201401,38493,Japan
32,Poland,201401,471,Japan
33,India,201401,72578,Japan
34,South Africa,201401,6235,Japan
35,Spain,201401,31316,Japan
36,Sweden,201401,11316,Japan
37,Turkey,201401,23037,Japan
38,Uganda,201401,53327,Japan
39,USA,201401,4987,Japan
66,World,201402,526078,Japan
67,Belgium,201402,643,Japan
68,France,201402,76862,Japan
69,Germany,201402,189161,Japan
70,Ireland,201402,4770,Japan
71,Jamaica,201402,3310,Japan
72,Lithuania,201402,820,Japan
73,Madagascar,201402,5740,Japan
74,Netherlands,201402,18104,Japan
75,Poland,201402,227,Japan
76,Spain,201402,32183,Japan
77,Turkey,201402,6023,Japan
78,Uganda,201402,21106,Japan
79,USA,201402,167130,Japan
100,World,201403,535666,Japan
101,Australia,201403,3351,Japan
102,Belgium,201403,765,Japan
103,China,201403,2934,Japan
104,France,201403,278688,Japan
105,Germany,201403,28737,Japan
106,Ireland,201403,8274,Japan
107,Italy,201403,186,Japan
108,Jamaica,201403,21898,Japan
109,Lithuania,201403,826,Japan
110,Madagascar,201403,17372,Japan
111,Netherlands,201403,68926,Japan
112,Poland,201403,846,Japan
113,Spain,201403,49470,Japan
114,Turkey,201403,4129,Japan
115,Uganda,201403,37239,Japan
116,USA,201403,12024,Japan
137,World,201404,478434,Japan
138,Australia,201404,6749,Japan
139,Belgium,201404,5637,Japan
140,France,201404,155161,Japan
141,Germany,201404,68247,Japan
142,Indonesia,201404,4782,Japan
143,Italy,201404,271,Japan
144,Jamaica,201404,15540,Japan
145,Lithuania,201404,767,Japan
146,Madagascar,201404,115695,Japan
147,Netherlands,201404,53825,Japan
148,Poland,201404,164,Japan
149,Spain,201404,5604,Japan
150,Turkey,201404,13263,Japan
151,Uganda,201404,26433,Japan
152,USA,201404,6295,Japan
177,World,201405,593294,Japan
178,Australia,201405,10191,Japan
179,Belgium,201405,1623,Japan
180,France,201405,146098,Japan
181,Germany,201405,86508,Japan
182,Italy,201405,509,Japan
183,Jamaica,201405,29556,Japan
184,Lithuania,201405,841,Japan
185,Madagascar,201405,2568,Japan
186,Mauritius,201405,20657,Japan
187,Netherlands,201405,54735,Japan
188,New Zealand,201405,2130,Japan
189,Poland,201405,345,Japan
190,India,201405,1436,Japan
191,Spain,201405,119355,Japan
192,Turkey,201405,12992,Japan
193,Uganda,201405,84993,Japan
194,USA,201405,18758,Japan
215,World,201406,490455,Japan
216,Belgium,201406,1060,Japan
217,France,201406,136812,Japan
218,Germany,201406,16265,Japan
219,Indonesia,201406,4757,Japan
220,Jamaica,201406,10465,Japan
221,Lithuania,201406,761,Japan
222,Madagascar,201406,171754,Japan
223,Netherlands,201406,18532,Japan
224,Poland,201406,778,Japan
225,Spain,201406,89880,Japan
226,Turkey,201406,19161,Japan
227,Uganda,201406,9017,Japan
228,United Rep. of Tanzania,201406,6038,Japan
229,USA,201406,5178,Japan
249,World,201407,512017,Japan
250,Belgium,201407,551,Japan
251,Sri Lanka,201407,2274,Japan
252,France,201407,147970,Japan
253,Germany,201407,112066,Japan
254,Italy,201407,811,Japan
255,Lithuania,201407,659,Japan
256,Madagascar,201407,66178,Japan
257,Poland,201407,405,Japan
258,Spain,201407,159268,Japan
259,Turkey,201407,2721,Japan
260,Uganda,201407,19114,Japan
278,World,201408,348858,Japan
279,Australia,201408,16918,Japan
280,Belgium,201408,5806,Japan
281,France,201408,88747,Japan
282,Germany,201408,50057,Japan
283,Ireland,201408,464,Japan
284,Italy,201408,197,Japan
285,Jamaica,201408,1897,Japan
286,Lithuania,201408,1097,Japan
287,Madagascar,201408,33337,Japan
288,Poland,201408,159,Japan
289,India,201408,7810,Japan
290,Spain,201408,46256,Japan
291,Turkey,201408,5697,Japan
292,Uganda,201408,87165,Japan
293,USA,201408,3250,Japan
318,World,201409,1063319,Japan
319,Australia,201409,9946,Japan
320,Austria,201409,4726,Japan
321,Belgium,201409,945,Japan
322,France,201409,371655,Japan
323,Germany,201409,180304,Japan
324,Ireland,201409,251,Japan
325,Italy,201409,77,Japan
326,Jamaica,201409,32327,Japan
327,Lebanon,201409,4697,Japan
328,Lithuania,201409,1121,Japan
329,Madagascar,201409,229009,Japan
330,New Zealand,201409,1716,Japan
331,Papua New Guinea,201409,34581,Japan
332,Poland,201409,262,Japan
333,Spain,201409,35487,Japan
334,Turkey,201409,28665,Japan
335,Uganda,201409,117521,Japan
336,USA,201409,10030,Japan
360,World,201410,847713,Japan
361,Australia,201410,7230,Japan
362,Belgium,201410,892,Japan
363,Denmark,201410,10207,Japan
364,France,201410,209102,Japan
365,Germany,201410,195120,Japan
366,Ireland,201410,180,Japan
367,Italy,201410,525,Japan
368,Jamaica,201410,14943,Japan
369,Lithuania,201410,2053,Japan
370,Madagascar,201410,111311,Japan
371,Netherlands,201410,44729,Japan
372,Papua New Guinea,201410,34091,Japan
373,Poland,201410,283,Japan
374,India,201410,7961,Japan
375,Spain,201410,57465,Japan
376,Uganda,201410,151623,Japan
399,World,201411,294313,Japan
400,Belgium,201411,61884,Japan
401,France,201411,84443,Japan
402,Germany,201411,21,Japan
403,Greece,201411,2915,Japan
404,Indonesia,201411,9631,Japan
405,Ireland,201411,491,Japan
406,Italy,201411,827,Japan
407,Lithuania,201411,1008,Japan
408,Rep. of Moldova,201411,6500,Japan
409,Papua New Guinea,201411,31900,Japan
410,Poland,201411,423,Japan
411,Spain,201411,43577,Japan
412,Turkey,201411,9388,Japan
413,Uganda,201411,16357,Japan
414,United Rep. of Tanzania,201411,9183,Japan
415,USA,201411,15765,Japan
433,World,201412,527480,Japan
434,Australia,201412,20050,Japan
435,Belgium,201412,95998,Japan
436,Canada,201412,4791,Japan
437,Denmark,201412,2505,Japan
438,France,201412,131278,Japan
439,Germany,201412,29249,Japan
440,Ireland,201412,2419,Japan
441,Italy,201412,676,Japan
442,Jamaica,201412,42657,Japan
443,Lithuania,201412,1815,Japan
444,Madagascar,201412,22075,Japan
445,Netherlands,201412,45220,Japan
446,Papua New Guinea,201412,53847,Japan
447,Poland,201412,327,Japan
448,South Africa,201412,3505,Japan
449,Spain,201412,37901,Japan
450,Turkey,201412,8504,Japan
451,Uganda,201412,24664,Japan
474,World,201501,447046,Japan
475,Australia,201501,19480,Japan
476,Belgium,201501,145,Japan
477,France,201501,98195,Japan
478,Germany,201501,14427,Japan
479,Indonesia,201501,8123,Japan
480,Ireland,201501,746,Japan
481,Italy,201501,180,Japan
482,Lithuania,201501,1281,Japan
483,Madagascar,201501,59794,Japan
484,Mauritius,201501,20426,Japan
485,Poland,201501,398,Japan
486,India,201501,5890,Japan
487,Spain,201501,67202,Japan
488,Sweden,201501,9666,Japan
489,Turkey,201501,24442,Japan
490,Uganda,201501,109836,Japan
491,USA,201501,6815,Japan
513,World,201502,652270,Japan
514,Austria,201502,95,Japan
515,Belgium,201502,32714,Japan
516,France,201502,286806,Japan
517,Germany,201502,42876,Japan
518,Indonesia,201502,16743,Japan
519,Ireland,201502,684,Japan
520,Italy,201502,641,Japan
521,Lithuania,201502,1165,Japan
522,Madagascar,201502,125991,Japan
523,Netherlands,201502,4480,Japan
524,Poland,201502,607,Japan
525,India,201502,2832,Japan
526,Spain,201502,63521,Japan
527,Turkey,201502,14841,Japan
528,Uganda,201502,55644,Japan
529,USA,201502,2630,Japan
551,World,201503,455185,Japan
552,Australia,201503,4979,Japan
553,Canada,201503,4670,Japan
554,France,201503,33437,Japan
555,Germany,201503,12877,Japan
556,Indonesia,201503,15045,Japan
557,Ireland,201503,670,Japan
558,Italy,201503,698,Japan
559,Jamaica,201503,11898,Japan
560,Lebanon,201503,11668,Japan
561,Lithuania,201503,1323,Japan
562,Madagascar,201503,138006,Japan
563,Papua New Guinea,201503,31296,Japan
564,Poland,201503,930,Japan
565,Portugal,201503,144,Japan
566,India,201503,88316,Japan
567,Spain,201503,35074,Japan
568,Turkey,201503,8595,Japan
569,Uganda,201503,53923,Japan
570,USA,201503,1636,Japan
594,World,201504,885525,Japan
595,Australia,201504,14008,Japan
596,Austria,201504,188,Japan
597,Belgium,201504,30715,Japan
598,France,201504,178391,Japan
599,Germany,201504,233569,Japan
600,Indonesia,201504,10025,Japan
601,Ireland,201504,529,Japan
602,Italy,201504,166,Japan
603,Lebanon,201504,13249,Japan
604,Lithuania,201504,1534,Japan
605,Madagascar,201504,105063,Japan
606,Poland,201504,314,Japan
607,India,201504,2197,Japan
608,Spain,201504,117753,Japan
609,Turkey,201504,7206,Japan
610,Uganda,201504,155858,Japan
611,USA,201504,14761,Japan
631,World,201505,558000,Japan
632,Australia,201505,9359,Japan
633,Austria,201505,130,Japan
634,Belgium,201505,20915,Japan
635,France,201505,124985,Japan
636,Germany,201505,12830,Japan
637,Indonesia,201505,14609,Japan
638,Ireland,201505,257,Japan
639,Italy,201505,576,Japan
640,Jamaica,201505,31910,Japan
641,Lithuania,201505,2100,Japan
642,Poland,201505,306,Japan
643,India,201505,15743,Japan
644,Spain,201505,82316,Japan
645,Turkey,201505,15850,Japan
646,Uganda,201505,217399,Japan
647,USA,201505,8716,Japan
667,World,201506,831054,Japan
668,Australia,201506,9408,Japan
669,Belgium,201506,4206,Japan
670,Canada,201506,1251,Japan
671,France,201506,219772,Japan
672,Germany,201506,100583,Japan
673,Indonesia,201506,18243,Japan
674,Ireland,201506,306,Japan
675,Italy,201506,476,Japan
676,Jamaica,201506,3738,Japan
677,Lithuania,201506,1380,Japan
678,Madagascar,201506,59725,Japan
679,Netherlands,201506,7585,Japan
680,Poland,201506,586,Japan
681,India,201506,5102,Japan
682,Spain,201506,193946,Japan
683,Turkey,201506,10518,Japan
684,Uganda,201506,168332,Japan
685,USA,201506,25898,Japan
708,World,201507,768429,Japan
709,Belgium,201507,13905,Japan
710,France,201507,161176,Japan
711,Germany,201507,31178,Japan
712,Ireland,201507,404,Japan
713,Italy,201507,647,Japan
714,Jamaica,201507,11746,Japan
715,Lebanon,201507,5624,Japan
716,Lithuania,201507,1383,Japan
717,Netherlands,201507,34064,Japan
718,Papua New Guinea,201507,30868,Japan
719,Poland,201507,110,Japan
720,India,201507,12671,Japan
721,South Africa,201507,8759,Japan
722,Spain,201507,260438,Japan
723,Turkey,201507,14502,Japan
724,Uganda,201507,16041,Japan
725,USA,201507,164911,Japan
752,World,201508,1139034,Japan
753,Australia,201508,10374,Japan
754,Austria,201508,1326,Japan
755,Belgium,201508,91356,Japan
756,France,201508,101132,Japan
757,Germany,201508,175901,Japan
758,Indonesia,201508,14508,Japan
759,Ireland,201508,440,Japan
760,Italy,201508,657,Japan
761,Lithuania,201508,1642,Japan
762,Papua New Guinea,201508,33453,Japan
763,Poland,201508,218,Japan
764,Spain,201508,101119,Japan
765,Turkey,201508,7253,Japan
766,Uganda,201508,197637,Japan
767,USA,201508,402018,Japan
792,World,201509,820570,Japan
