,partner,period,trade_value_usd,reporter
793,Australia,201509,9288,Japan
794,Belgium,201509,1279,Japan
795,France,201509,170644,Japan
796,Germany,201509,123703,Japan
797,Ireland,201509,1350,Japan
798,Italy,201509,642,Japan
799,Jamaica,201509,53654,Japan
800,Lithuania,201509,1292,Japan
801,Madagascar,201509,50134,Japan
802,Malta,201509,68,Japan
803,Netherlands,201509,10097,Japan
804,Poland,201509,333,Japan
805,India,201509,5214,Japan
806,Spain,201509,268414,Japan
807,Turkey,201509,21196,Japan
808,Uganda,201509,79598,Japan
809,USA,201509,23665,Japan
835,World,201510,981019,Japan
836,Australia,201510,28744,Japan
837,Belgium,201510,3814,Japan
838,Denmark,201510,9539,Japan
839,France,201510,254787,Japan
840,Germany,201510,77032,Japan
841,Indonesia,201510,27795,Japan
842,Ireland,201510,2001,Japan
843,Italy,201510,104,Japan
844,Lithuania,201510,3167,Japan
845,Madagascar,201510,239142,Japan
846,Poland,201510,271,Japan
847,Portugal,201510,49,Japan
848,Spain,201510,261744,Japan
849,Turkey,201510,13722,Japan
850,Uganda,201510,17421,Japan
851,USA,201510,41686,Japan
877,World,201511,1062875,Japan
878,Belgium,201511,32430,Japan
879,Canada,201511,1888,Japan
880,France,201511,175256,Japan
881,Germany,201511,127193,Japan
882,Indonesia,201511,7135,Japan
883,Ireland,201511,2849,Japan
884,Italy,201511,514,Japan
885,Jamaica,201511,5755,Japan
886,Lithuania,201511,2198,Japan
887,Madagascar,201511,161262,Japan
888,Mexico,201511,1398,Japan
889,Netherlands,201511,35956,Japan
890,Poland,201511,682,Japan
891,India,201511,90674,Japan
892,Spain,201511,158237,Japan
893,Turkey,201511,15873,Japan
894,Uganda,201511,235645,Japan
895,United Rep. of Tanzania,201511,3306,Japan
896,USA,201511,4625,Japan
918,World,201512,1614454,Japan
919,Belgium,201512,2944,Japan
920,France,201512,204120,Japan
921,Germany,201512,775749,Japan
922,Ireland,201512,1142,Japan
923,Italy,201512,552,Japan
924,Jamaica,201512,32285,Japan
925,Lithuania,201512,2180,Japan
926,Madagascar,201512,202253,Japan
927,New Zealand,201512,2953,Japan
928,Papua New Guinea,201512,56248,Japan
929,Poland,201512,729,Japan
930,India,201512,111197,Japan
931,Spain,201512,194615,Japan
932,Turkey,201512,19502,Japan
933,USA,201512,7985,Japan
961,World,201601,713002,Japan
962,Australia,201601,7660,Japan
963,France,201601,189942,Japan
964,Germany,201601,161125,Japan
965,Indonesia,201601,15522,Japan
966,Ireland,201601,269,Japan
967,Italy,201601,529,Japan
968,Lithuania,201601,255,Japan
969,Madagascar,201601,102639,Japan
970,Netherlands,201601,4065,Japan
971,Poland,201601,336,Japan
972,Spain,201601,15974,Japan
973,Turkey,201601,9487,Japan
974,Uganda,201601,172739,Japan
975,USA,201601,32460,Japan
1005,World,201602,736653,Japan
1006,Australia,201602,33883,Japan
1007,Belgium,201602,1355,Japan
1008,Sri Lanka,201602,2836,Japan
1009,Denmark,201602,20289,Japan
1010,France,201602,262991,Japan
1011,Germany,201602,10517,Japan
1012,Ireland,201602,304,Japan
1013,Italy,201602,150,Japan
1014,Jamaica,201602,15728,Japan
1015,Lithuania,201602,1042,Japan
1016,Madagascar,201602,260096,Japan
1017,India,201602,21403,Japan
1018,Turkey,201602,1552,Japan
1019,Uganda,201602,101778,Japan
1020,USA,201602,2728,Japan
1043,World,201603,1550987,Japan
1044,Australia,201603,12907,Japan
1045,Austria,201603,47,Japan
1046,Belgium,201603,2733,Japan
1047,France,201603,334215,Japan
1048,Germany,201603,50249,Japan
1049,Indonesia,201603,15766,Japan
1050,Ireland,201603,491,Japan
1051,Italy,201603,201,Japan
1052,Jamaica,201603,25504,Japan
1053,Lithuania,201603,1485,Japan
1054,Madagascar,201603,264727,Japan
1055,Netherlands,201603,6998,Japan
1056,Papua New Guinea,201603,94166,Japan
1057,Poland,201603,518,Japan
1058,India,201603,243557,Japan
1059,Spain,201603,18163,Japan
1060,Uganda,201603,452052,Japan
1061,United Kingdom,201603,2867,Japan
1062,USA,201603,24342,Japan
1089,World,201604,969166,Japan
1090,Australia,201604,65991,Japan
1091,Austria,201604,72,Japan
1092,Belgium,201604,2473,Japan
1093,France,201604,259883,Japan
1094,Germany,201604,24267,Japan
1095,Indonesia,201604,18258,Japan
1096,Ireland,201604,624,Japan
1097,Italy,201604,801,Japan
1098,Jamaica,201604,8586,Japan
1099,Lithuania,201604,660,Japan
1100,Madagascar,201604,43098,Japan
1101,Mauritius,201604,102576,Japan
1102,Netherlands,201604,10330,Japan
1103,Poland,201604,1141,Japan
1104,India,201604,275057,Japan
1105,Turkey,201604,44261,Japan
1106,Uganda,201604,103882,Japan
1107,USA,201604,7206,Japan
1134,World,201605,973475,Japan
1135,Belgium,201605,1346,Japan
1136,China,201605,48404,Japan
1137,France,201605,312797,Japan
1138,Germany,201605,2523,Japan
1139,Indonesia,201605,61483,Japan
1140,Ireland,201605,315,Japan
1141,Italy,201605,1416,Japan
1142,Jamaica,201605,8447,Japan
1143,Lebanon,201605,2428,Japan
1144,Lithuania,201605,1470,Japan
1145,Madagascar,201605,106760,Japan
1146,Mauritius,201605,109669,Japan
1147,Netherlands,201605,28615,Japan
1148,Poland,201605,520,Japan
1149,India,201605,246117,Japan
1150,USA,201605,41162,Japan
1175,World,201606,1108420,Japan
1176,Belgium,201606,10552,Japan
1177,France,201606,181661,Japan
1178,Germany,201606,188944,Japan
1179,Indonesia,201606,32206,Japan
1180,Ireland,201606,377,Japan
1181,Italy,201606,314,Japan
1182,Lithuania,201606,1119,Japan
1183,Madagascar,201606,39523,Japan
1184,Mexico,201606,16637,Japan
1185,Netherlands,201606,78468,Japan
1186,Papua New Guinea,201606,76249,Japan
1187,Poland,201606,679,Japan
1188,India,201606,343379,Japan
1189,Spain,201606,15837,Japan
1190,Turkey,201606,1436,Japan
1191,Uganda,201606,121039,Japan
1211,World,201607,2583504,Japan
1212,Australia,201607,27989,Japan
1213,Belgium,201607,2788,Japan
1214,France,201607,380059,Japan
1215,Germany,201607,30061,Japan
1216,Indonesia,201607,13552,Japan
1217,Ireland,201607,331,Japan
1218,Italy,201607,92,Japan
1219,Jamaica,201607,17777,Japan
1220,Lithuania,201607,1835,Japan
1221,Madagascar,201607,231910,Japan
1222,Netherlands,201607,939748,Japan
1223,Papua New Guinea,201607,183000,Japan
1224,Poland,201607,2013,Japan
1225,India,201607,243220,Japan
1226,Sweden,201607,4083,Japan
1227,Uganda,201607,464414,Japan
1228,USA,201607,40629,Japan
1251,World,201608,1262907,Japan
1252,Belgium,201608,4458,Japan
1253,France,201608,313260,Japan
1254,Germany,201608,19929,Japan
1255,Indonesia,201608,47861,Japan
1256,Ireland,201608,341,Japan
1257,Italy,201608,603,Japan
1258,Jamaica,201608,38870,Japan
1259,Lebanon,201608,1352,Japan
1260,Lithuania,201608,1020,Japan
1261,Madagascar,201608,165659,Japan
1262,Mexico,201608,10894,Japan
1263,Netherlands,201608,14593,Japan
1264,Papua New Guinea,201608,82698,Japan
1265,Poland,201608,690,Japan
1266,India,201608,415191,Japan
1267,Uganda,201608,145487,Japan
1291,World,201609,423622,Japan
1292,Australia,201609,15650,Japan
1293,Belgium,201609,5854,Japan
1294,China,201609,858,Japan
1295,France,201609,167616,Japan
1296,Germany,201609,671,Japan
1297,Indonesia,201609,39273,Japan
1298,Ireland,201609,611,Japan
1299,Lebanon,201609,2380,Japan
1300,Lithuania,201609,1319,Japan
1301,Mauritius,201609,18280,Japan
1302,Mexico,201609,19992,Japan
1303,Papua New Guinea,201609,68155,Japan
1304,Poland,201609,407,Japan
1305,India,201609,23801,Japan
1306,Uganda,201609,15704,Japan
1307,USA,201609,43050,Japan
1336,World,201610,1480762,Japan
1337,Australia,201610,17098,Japan
1338,Belgium,201610,2822,Japan
1339,China,201610,46023,Japan
1340,France,201610,396270,Japan
1341,Germany,201610,110874,Japan
1342,Indonesia,201610,27218,Japan
1343,Ireland,201610,347,Japan
1344,Italy,201610,393,Japan
1345,Jamaica,201610,15276,Japan
1346,Lithuania,201610,1996,Japan
1347,Madagascar,201610,530991,Japan
1348,Netherlands,201610,2603,Japan
1349,Poland,201610,753,Japan
1350,India,201610,281145,Japan
1351,Uganda,201610,40623,Japan
1352,USA,201610,6331,Japan
1376,World,201611,1395523,Japan
1377,France,201611,289615,Japan
1378,Germany,201611,151790,Japan
1379,Indonesia,201611,18932,Japan
1380,Ireland,201611,4154,Japan
1381,Italy,201611,1394,Japan
1382,Jamaica,201611,48786,Japan
1383,Lithuania,201611,2575,Japan
1384,Madagascar,201611,305639,Japan
1385,Poland,201611,613,Japan
1386,India,201611,299612,Japan
1387,Uganda,201611,264751,Japan
1388,USA,201611,7662,Japan
1411,World,201612,914879,Japan
1412,Australia,201612,10303,Japan
1413,France,201612,303248,Japan
1414,Germany,201612,80853,Japan
1415,Indonesia,201612,63494,Japan
1416,Ireland,201612,1313,Japan
1417,Italy,201612,1524,Japan
1418,Lebanon,201612,1043,Japan
1419,Lithuania,201612,1003,Japan
1420,Madagascar,201612,287669,Japan
1421,Mexico,201612,5115,Japan
1422,Papua New Guinea,201612,69727,Japan
1423,Poland,201612,1264,Japan
1424,India,201612,88325,Japan
23,World,201401,367020,Malta
24,Australia,201401,6642,Malta
25,Sri Lanka,201401,1858,Malta
26,France,201401,79063,Malta
27,Germany,201401,443,Malta
28,Indonesia,201401,32233,Malta
29,Ireland,201401,4367,Malta
30,Lithuania,201401,652,Malta
31,Netherlands,201401,38493,Malta
32,Poland,201401,471,Malta
33,India,201401,72578,Malta
34,South Africa,201401,6235,Malta
35,Spain,201401,31316,Malta
36,Sweden,201401,11316,Malta
37,Turkey,201401,23037,Malta
38,Uganda,201401,53327,Malta
39,USA,201401,4987,Malta
66,World,201402,526078,Malta
67,Belgium,201402,643,Malta
68,France,201402,76862,Malta
69,Germany,201402,189161,Malta
70,Ireland,201402,4770,Malta
71,Jamaica,201402,3310,Malta
72,Lithuania,201402,820,Malta
73,Madagascar,201402,5740,Malta
74,Netherlands,201402,18104,Malta
75,Poland,201402,227,Malta
76,Spain,201402,32183,Malta
77,Turkey,201402,6023,Malta
78,Uganda,201402,21106,Malta
79,USA,201402,167130,Malta
100,World,201403,535666,Malta
101,Australia,201403,3351,Malta
102,Belgium,201403,765,Malta
103,China,201403,2934,Malta
104,France,201403,278688,Malta
105,Germany,201403,28737,Malta
106,Ireland,201403,8274,Malta
107,Italy,201403,186,Malta
108,Jamaica,201403,21898,Malta
109,Lithuania,201403,826,Malta
110,Madagascar,201403,17372,Malta
111,Netherlands,201403,68926,Malta
112,Poland,201403,846,Malta
113,Spain,201403,49470,Malta
114,Turkey,201403,4129,Malta
115,Uganda,201403,37239,Malta
116,USA,201403,12024,Malta
137,World,201404,478434,Malta
138,Australia,201404,6749,Malta
139,Belgium,201404,5637,Malta
140,France,201404,155161,Malta
141,Germany,201404,68247,Malta
142,Indonesia,201404,4782,Malta
143,Italy,201404,271,Malta
144,Jamaica,201404,15540,Malta
145,Lithuania,201404,767,Malta
146,Madagascar,201404,115695,Malta
147,Netherlands,201404,53825,Malta
148,Poland,201404,164,Malta
149,Spain,201404,5604,Malta
150,Turkey,201404,13263,Malta
151,Uganda,201404,26433,Malta
152,USA,201404,6295,Malta
177,World,201405,593294,Malta
178,Australia,201405,10191,Malta
179,Belgium,201405,1623,Malta
180,France,201405,146098,Malta
181,Germany,201405,86508,Malta
182,Italy,201405,509,Malta
183,Jamaica,201405,29556,Malta
184,Lithuania,201405,841,Malta
185,Madagascar,201405,2568,Malta
186,Mauritius,201405,20657,Malta
187,Netherlands,201405,54735,Malta
188,New Zealand,201405,2130,Malta
189,Poland,201405,345,Malta
190,India,201405,1436,Malta
191,Spain,201405,119355,Malta
192,Turkey,201405,12992,Malta
193,Uganda,201405,84993,Malta
194,USA,201405,18758,Malta
215,World,201406,490455,Malta
216,Belgium,201406,1060,Malta
217,France,201406,136812,Malta
218,Germany,201406,16265,Malta
219,Indonesia,201406,4757,Malta
220,Jamaica,201406,10465,Malta
221,Lithuania,201406,761,Malta
222,Madagascar,201406,171754,Malta
223,Netherlands,201406,18532,Malta
224,Poland,201406,778,Malta
225,Spain,201406,89880,Malta
226,Turkey,201406,19161,Malta
227,Uganda,201406,9017,Malta
228,United Rep. of Tanzania,201406,6038,Malta
229,USA,201406,5178,Malta
249,World,201407,512017,Malta
250,Belgium,201407,551,Malta
251,Sri Lanka,201407,2274,Malta
252,France,201407,147970,Malta
253,Germany,201407,112066,Malta
254,Italy,201407,811,Malta
255,Lithuania,201407,659,Malta
256,Madagascar,201407,66178,Malta
257,Poland,201407,405,Malta
258,Spain,201407,159268,Malta
259,Turkey,201407,2721,Malta
260,Uganda,201407,19114,Malta
278,World,201408,348858,Malta
279,Australia,201408,16918,Malta
280,Belgium,201408,5806,Malta
281,France,201408,88747,Malta
282,Germany,201408,50057,Malta
283,Ireland,201408,464,Malta
284,Italy,201408,197,Malta
285,Jamaica,201408,1897,Malta
286,Lithuania,201408,1097,Malta
287,Madagascar,201408,33337,Malta
288,Poland,201408,159,Malta
289,India,201408,7810,Malta
290,Spain,201408,46256,Malta
291,Turkey,201408,5697,Malta
292,Uganda,201408,87165,Malta
293,USA,201408,3250,Malta
318,World,201409,1063319,Malta
319,Australia,201409,9946,Malta
320,Austria,201409,4726,Malta
321,Belgium,201409,945,Malta
322,France,201409,371655,Malta
323,Germany,201409,180304,Malta
324,Ireland,201409,251,Malta
325,Italy,201409,77,Malta
326,Jamaica,201409,32327,Malta
327,Lebanon,201409,4697,Malta
328,Lithuania,201409,1121,Malta
329,Madagascar,201409,229009,Malta
330,New Zealand,201409,1716,Malta
331,Papua New Guinea,201409,34581,Malta
332,Poland,201409,262,Malta
333,Spain,201409,35487,Malta
334,Turkey,201409,28665,Malta
335,Uganda,201409,117521,Malta
336,USA,201409,10030,Malta
360,World,201410,847713,Malta
361,Australia,201410,7230,Malta
362,Belgium,201410,892,Malta
363,Denmark,201410,10207,Malta
364,France,201410,209102,Malta
365,Germany,201410,195120,Malta
366,Ireland,201410,180,Malta
367,Italy,201410,525,Malta
368,Jamaica,201410,14943,Malta
369,Lithuania,201410,2053,Malta
370,Madagascar,201410,111311,Malta
371,Netherlands,201410,44729,Malta
372,Papua New Guinea,201410,34091,Malta
373,Poland,201410,283,Malta
374,India,201410,7961,Malta
375,Spain,201410,57465,Malta
376,Uganda,201410,151623,Malta
399,World,201411,294313,Malta
400,Belgium,201411,61884,Malta
401,France,201411,84443,Malta
402,Germany,201411,21,Malta
403,Greece,201411,2915,Malta
404,Indonesia,201411,9631,Malta
405,Ireland,201411,491,Malta
406,Italy,201411,827,Malta
407,Lithuania,201411,1008,Malta
408,Rep. of Moldova,201411,6500,Malta
409,Papua New Guinea,201411,31900,Malta
410,Poland,201411,423,Malta
411,Spain,201411,43577,Malta
412,Turkey,201411,9388,Malta
413,Uganda,201411,16357,Malta
414,United Rep. of Tanzania,201411,9183,Malta
415,USA,201411,15765,Malta
433,World,201412,527480,Malta
434,Australia,201412,20050,Malta
435,Belgium,201412,95998,Malta
436,Canada,201412,4791,Malta
437,Denmark,201412,2505,Malta
438,France,201412,131278,Malta
439,Germany,201412,29249,Malta
440,Ireland,201412,2419,Malta
441,Italy,201412,676,Malta
442,Jamaica,201412,42657,Malta
443,Lithuania,201412,1815,Malta
444,Madagascar,201412,22075,Malta
445,Netherlands,201412,45220,Malta
446,Papua New Guinea,201412,53847,Malta
447,Poland,201412,327,Malta
448,South Africa,201412,3505,Malta
449,Spain,201412,37901,Malta
450,Turkey,201412,8504,Malta
451,Uganda,201412,24664,Malta
474,World,201501,447046,Malta
475,Australia,201501,19480,Malta
476,Belgium,201501,145,Malta
477,France,201501,98195,Malta
478,Germany,201501,14427,Malta
479,Indonesia,201501,8123,Malta
480,Ireland,201501,746,Malta
481,Italy,201501,180,Malta
482,Lithuania,201501,1281,Malta
483,Madagascar,201501,59794,Malta
484,Mauritius,201501,20426,Malta
485,Poland,201501,398,Malta
486,India,201501,5890,Malta
487,Spain,201501,67202,Malta
488,Sweden,201501,9666,Malta
489,Turkey,201501,24442,Malta
490,Uganda,201501,109836,Malta
491,USA,201501,6815,Malta
513,World,201502,652270,Malta
514,Austria,201502,95,Malta
515,Belgium,201502,32714,Malta
516,France,201502,286806,Malta
517,Germany,201502,42876,Malta
518,Indonesia,201502,16743,Malta
519,Ireland,201502,684,Malta
520,Italy,201502,641,Malta
521,Lithuania,201502,1165,Malta
522,Madagascar,201502,125991,Malta
523,Netherlands,201502,4480,Malta
524,Poland,201502,607,Malta
525,India,201502,2832,Malta
526,Spain,201502,63521,Malta
527,Turkey,201502,14841,Malta
528,Uganda,201502,55644,Malta
529,USA,201502,2630,Malta
551,World,201503,455185,Malta
552,Australia,201503,4979,Malta
553,Canada,201503,4670,Malta
554,France,201503,33437,Malta
555,Germany,201503,12877,Malta
556,Indonesia,201503,15045,Malta
557,Ireland,201503,670,Malta
558,Italy,201503,698,Malta
559,Jamaica,201503,11898,Malta
560,Lebanon,201503,11668,Malta
561,Lithuania,201503,1323,Malta
562,Madagascar,201503,138006,Malta
563,Papua New Guinea,201503,31296,Malta
564,Poland,201503,930,Malta
565,Portugal,201503,144,Malta
566,India,201503,88316,Malta
567,Spain,201503,35074,Malta
568,Turkey,201503,8595,Malta
569,Uganda,201503,53923,Malta
570,USA,201503,1636,Malta
594,World,201504,885525,Malta
595,Australia,201504,14008,Malta
596,Austria,201504,188,Malta
597,Belgium,201504,30715,Malta
598,France,201504,178391,Malta
599,Germany,201504,233569,Malta
600,Indonesia,201504,10025,Malta
601,Ireland,201504,529,Malta
602,Italy,201504,166,Malta
603,Lebanon,201504,13249,Malta
604,Lithuania,201504,1534,Malta
605,Madagascar,201504,105063,Malta
606,Poland,201504,314,Malta
607,India,201504,2197,Malta
608,Spain,201504,117753,Malta
609,Turkey,201504,7206,Malta
610,Uganda,201504,155858,Malta
611,USA,201504,14761,Malta
631,World,201505,558000,Malta
632,Australia,201505,9359,Malta
633,Austria,201505,130,Malta
634,Belgium,201505,20915,Malta
635,France,201505,124985,Malta
636,Germany,201505,12830,Malta
637,Indonesia,201505,14609,Malta
638,Ireland,201505,257,Malta
639,Italy,201505,576,Malta
640,Jamaica,201505,31910,Malta
641,Lithuania,201505,2100,Malta
642,Poland,201505,306,Malta
643,India,201505,15743,Malta
644,Spain,201505,82316,Malta
645,Turkey,201505,15850,Malta
646,Uganda,201505,217399,Malta
647,USA,201505,8716,Malta
667,World,201506,831054,Malta
668,Australia,201506,9408,Malta
669,Belgium,201506,4206,Malta
670,Canada,201506,1251,Malta
671,France,201506,219772,Malta
672,Germany,201506,100583,Malta
673,Indonesia,201506,18243,Malta
674,Ireland,201506,306,Malta
675,Italy,201506,476,Malta
676,Jamaica,201506,3738,Malta
677,Lithuania,201506,1380,Malta
678,Madagascar,201506,59725,Malta
679,Netherlands,201506,7585,Malta
680,Poland,201506,586,Malta
681,India,201506,5102,Malta
682,Spain,201506,193946,Malta
683,Turkey,201506,10518,Malta
684,Uganda,201506,168332,Malta
685,USA,201506,25898,Malta
708,World,201507,768429,Malta
709,Belgium,201507,13905,Malta
710,France,201507,161176,Malta
711,Germany,201507,31178,Malta
712,Ireland,201507,404,Malta
713,Italy,201507,647,Malta
714,Jamaica,201507,11746,Malta
715,Lebanon,201507,5624,Malta
716,Lithuania,201507,1383,Malta
717,Netherlands,201507,34064,Malta
718,Papua New Guinea,201507,30868,Malta
719,Poland,201507,110,Malta
720,India,201507,12671,Malta
721,South Africa,201507,8759,Malta
722,Spain,201507,260438,Malta
723,Turkey,201507,14502,Malta
724,Uganda,201507,16041,Malta
725,USA,201507,164911,Malta
752,World,201508,1139034,Malta
